Time (min),Temperature (°C),Weight (mg),Heat Flow (mW),Temperature Difference (°C),Temperature Difference (µV),Sample Purge Flow (mL/min),Deriv. Weight (%/°C),Deriv. Heat Flow (W/(g·°C))
71.10434,377.2566,4.233518,-8.640082,-0.5021558,-5.39369,99.97296,0.01439003,-0.0033105
71.11266,377.3002,4.233467,-8.641395,-0.502242,-5.394748,99.99666,0.01440532,-0.0033101
71.121,377.3402,4.233416,-8.642538,-0.5023196,-5.395712,99.99231,0.01442058,-0.0033099
71.12934,377.3816,4.23336,-8.64413,-0.5024261,-5.396988,99.99598,0.01443638,-0.0033094
71.13766,377.4261,4.233304,-8.645368,-0.5025062,-5.39798,99.98848,0.01445472,-0.0033092
71.146,377.4672,4.233256,-8.646264,-0.5025666,-5.398759,100.0098,0.01446372,-0.0033088
71.15434,377.5078,4.233197,-8.647348,-0.50264,-5.399678,99.99776,0.01447839,-0.0033088
71.16266,377.5493,4.233139,-8.648549,-0.5027203,-5.40067,99.99611,0.01448608,-0.0033082
71.171,377.5903,4.233086,-8.649634,-0.5027934,-5.401584,100.0189,0.01449612,-0.0033082
71.17934,377.6346,4.233035,-8.650799,-0.502869,-5.402522,100.0095,0.01450678,-0.0033082
71.18768,377.672,4.233004,-8.651887,-0.502945,-5.403468,100.0003,0.01451841,-0.0033082
71.196,377.7174,4.232951,-8.652866,-0.5030075,-5.404266,99.98101,0.0145302,-0.003308
71.20434,377.757,4.232891,-8.653757,-0.5030687,-5.405048,100.0197,0.01454227,-0.0033081
71.21268,377.7976,4.232846,-8.654532,-0.5031215,-5.405741,100.0272,0.01455457,-0.003308
71.221,377.8404,4.232797,-8.655624,-0.5031936,-5.40664,100.03,0.01456809,-0.0033079
71.22934,377.8812,4.232713,-8.657086,-0.503292,-5.40782,99.97168,0.0145829,-0.0033074
71.23766,377.9236,4.232652,-8.658424,-0.5033808,-5.408899,99.96108,0.01459789,-0.003307
71.246,377.964,4.232587,-8.659484,-0.5034527,-5.409794,100.0266,0.01461248,-0.0033067
71.25434,378.004,4.232526,-8.660931,-0.5035507,-5.41097,99.96661,0.01462671,-0.003306
71.26266,378.048,4.232464,-8.662168,-0.5036312,-5.411958,100.0281,0.01463941,-0.0033052
71.271,378.0868,4.232414,-8.663026,-0.503691,-5.412724,99.98441,0.01465184,-0.0033046
71.27934,378.1289,4.232344,-8.664516,-0.5037898,-5.41391,100.021,0.01466404,-0.003304
71.28766,378.1708,4.232284,-8.666194,-0.5039015,-5.415234,99.97657,0.01467518,-0.0033032
71.296,378.2126,4.232215,-8.66742,-0.5039832,-5.416235,100.0006,0.01468478,-0.0033024
71.30434,378.2536,4.23217,-8.668519,-0.504057,-5.41715,100.0026,0.01469426,-0.0033017
71.31268,378.2956,4.232139,-8.669461,-0.5041196,-5.417945,100.0102,0.01470249,-0.0033009
71.321,378.3388,4.232092,-8.670481,-0.5041863,-5.418788,100.0093,0.01471317,-0.0033001
71.32934,378.3767,4.232065,-8.671563,-0.5042614,-5.419718,100.0065,0.01472496,-0.0032993
71.33768,378.4214,4.232018,-8.67271,-0.5043355,-5.420639,99.96978,0.01473698,-0.0032986
71.346,378.463,4.231943,-8.673856,-0.5044122,-5.421588,100.0181,0.01474804,-0.0032979
71.35434,378.5033,4.231875,-8.675132,-0.5044984,-5.422638,99.9993,0.01475947,-0.0032969
71.36266,378.546,4.231819,-8.675999,-0.5045554,-5.423375,99.97715,0.0147723,-0.0032959
71.371,378.5892,4.231778,-8.677125,-0.5046296,-5.424297,100.0272,0.01478522,-0.0032949
71.37934,378.6287,4.231733,-8.678368,-0.5047142,-5.42533,99.98049,0.01480016,-0.003294
71.38766,378.6729,4.231667,-8.679444,-0.504784,-5.426207,100.0006,0.0148155,-0.0032933
71.396,378.713,4.231624,-8.680813,-0.504877,-5.42733,99.99113,0.01482968,-0.0032925
71.40434,378.7563,4.231582,-8.682018,-0.504956,-5.428305,100.0073,0.01484212,-0.0032916
71.41266,378.7958,4.23153,-8.683074,-0.5050283,-5.429207,100.0382,0.0148534,-0.0032909
71.421,378.8378,4.231476,-8.684288,-0.505109,-5.4302,99.96441,0.01486726,-0.0032904
71.42934,378.8791,4.231441,-8.685492,-0.5051896,-5.431191,100.0103,0.01488248,-0.0032896
71.43768,378.9188,4.231368,-8.686672,-0.5052698,-5.432178,99.97118,0.01489802,-0.0032891
71.446,378.9619,4.231336,-8.688079,-0.5053622,-5.433294,99.9928,0.01491178,-0.0032888
71.45434,379.0037,4.23129,-8.689209,-0.5054373,-5.434226,100.0061,0.01492572,-0.0032884
71.46268,379.0481,4.231241,-8.690522,-0.5055226,-5.435268,99.99511,0.01493889,-0.0032879
71.471,379.0883,4.23119,-8.691789,-0.5056084,-5.436314,100.0074,0.01495143,-0.0032874
71.47934,379.1293,4.231106,-8.693172,-0.5057008,-5.437432,99.97746,0.01496501,-0.0032867
71.48766,379.1705,4.23105,-8.69435,-0.5057794,-5.438402,100.0398,0.01497954,-0.0032861
71.496,379.2122,4.231,-8.695507,-0.5058563,-5.439353,99.98606,0.01499342,-0.0032854
71.50434,379.2557,4.230942,-8.69675,-0.5059378,-5.440356,100.0072,0.01500651,-0.0032845
71.51266,379.294,4.230882,-8.697976,-0.5060218,-5.441382,100.0078,0.01501907,-0.0032836
71.521,379.336,4.23084,-8.699312,-0.5061106,-5.442463,99.99644,0.0150324,-0.0032827
71.52934,379.3792,4.230758,-8.700568,-0.5061928,-5.443472,100.0404,0.01504786,-0.0032816
71.53766,379.419,4.230702,-8.701671,-0.5062676,-5.444401,99.9632,0.01506358,-0.0032805
71.546,379.4608,4.230639,-8.702701,-0.5063358,-5.445257,100.0191,0.01507936,-0.0032793
71.55434,379.502,4.230583,-8.703769,-0.5064068,-5.446148,99.97778,0.0150963,-0.0032781
71.56268,379.5421,4.230535,-8.704715,-0.5064706,-5.446956,100.0183,0.01511439,-0.003277
71.571,379.5863,4.230472,-8.70586,-0.5065446,-5.447875,99.96382,0.01513029,-0.0032759
71.57934,379.6287,4.230408,-8.707203,-0.5066334,-5.448955,100.0026,0.01514659,-0.003275
71.58768,379.6687,4.230376,-8.708204,-0.5067008,-5.449804,99.95905,0.01516292,-0.003274
71.596,379.7104,4.230344,-8.709098,-0.50676,-5.450566,100.028,0.01518063,-0.0032733
71.60434,379.7531,4.230295,-8.710153,-0.5068292,-5.451435,100.0186,0.01519723,-0.0032727
71.61266,379.7941,4.230273,-8.711334,-0.5069082,-5.452408,99.98412,0.01521196,-0.0032721
71.621,379.8345,4.230222,-8.712358,-0.506977,-5.453272,100.002,0.01522575,-0.0032715
71.62934,379.8756,4.230168,-8.713412,-0.5070472,-5.454154,100.0001,0.01523942,-0.0032709
71.63766,379.9185,4.230098,-8.714796,-0.5071381,-5.455254,100.0114,0.01525324,-0.0032704
71.646,379.9608,4.230063,-8.71608,-0.507223,-5.456293,100.0257,0.0152661,-0.0032702
71.65434,380.0017,4.230028,-8.717249,-0.5073009,-5.457258,99.99571,0.01527975,-0.0032698
71.66266,380.0445,4.22998,-8.718555,-0.5073866,-5.458304,100.0138,0.01529224,-0.0032693
71.671,380.0875,4.22991,-8.719848,-0.5074714,-5.45934,99.95353,0.01530395,-0.0032687
71.67934,380.1281,4.229856,-8.721131,-0.5075574,-5.460392,99.99476,0.01531512,-0.0032679
71.68768,380.1699,4.229812,-8.722474,-0.5076465,-5.461475,99.98212,0.01532613,-0.003267
71.696,380.2105,4.229732,-8.723761,-0.5077324,-5.462527,100.0235,0.01533837,-0.0032662
71.70434,380.254,4.229666,-8.72533,-0.5078352,-5.463757,100.0134,0.01535236,-0.0032653
71.71268,380.2958,4.229635,-8.726809,-0.5079335,-5.464941,99.98397,0.01536624,-0.0032642
71.721,380.3345,4.229608,-8.727853,-0.508005,-5.465835,99.99571,0.01537935,-0.0032631
71.72934,380.3768,4.229558,-8.728843,-0.5080698,-5.466658,100.0239,0.01539196,-0.003262
71.73766,380.4175,4.229514,-8.730066,-0.5081514,-5.467661,100.0096,0.01540604,-0.0032609
71.746,380.4588,4.229426,-8.731141,-0.5082229,-5.468555,99.96356,0.01542149,-0.0032598
71.75434,380.4991,4.229361,-8.732232,-0.5082958,-5.469463,100.0406,0.01543756,-0.0032587
71.76266,380.5408,4.229313,-8.73345,-0.508376,-5.47045,99.98608,0.01545434,-0.0032576
71.771,380.5828,4.229244,-8.734543,-0.5084476,-5.471345,99.99071,0.01547025,-0.0032564
71.77934,380.6272,4.2292,-8.735625,-0.5085169,-5.472216,99.96932,0.01548621,-0.003255
71.78766,380.6666,4.229133,-8.736876,-0.5086012,-5.473248,100.0459,0.01550132,-0.0032537
71.796,380.7045,4.229047,-8.738109,-0.5086852,-5.474275,99.98243,0.01551548,-0.0032525
71.80434,380.7485,4.22896,-8.739431,-0.5087704,-5.475316,99.99312,0.01552973,-0.0032512
71.81268,380.7933,4.228903,-8.740958,-0.5088688,-5.4765,100.0112,0.01554451,-0.0032497
71.821,380.8307,4.228829,-8.742039,-0.5089434,-5.477429,99.98262,0.01555925,-0.0032483
71.82934,380.8719,4.228792,-8.743262,-0.5090244,-5.478424,100.0362,0.01557357,-0.0032469
71.83768,380.913,4.228747,-8.744516,-0.5091075,-5.479442,100.0037,0.01558818,-0.0032458
71.846,380.9556,4.228676,-8.745736,-0.509187,-5.480424,100.0052,0.0156014,-0.0032448
71.85434,380.9954,4.22862,-8.747291,-0.509291,-5.481668,99.99258,0.01561568,-0.0032438
71.86266,381.0386,4.228536,-8.748676,-0.5093809,-5.482758,99.98204,0.01562944,-0.0032431
71.871,381.0774,4.228492,-8.749387,-0.5094297,-5.483408,99.99059,0.01564429,-0.0032422
71.87934,381.1216,4.228437,-8.750111,-0.509475,-5.484021,99.99719,0.01565969,-0.003241
71.88766,381.1624,4.2284,-8.751086,-0.50954,-5.484844,99.98726,0.01567441,-0.00324
71.896,381.2035,4.228347,-8.751691,-0.5095796,-5.485396,100.0084,0.01569094,-0.0032391
71.90434,381.2446,4.228287,-8.752768,-0.5096506,-5.486285,100.0028,0.01570854,-0.0032384
71.91266,381.2871,4.228234,-8.753724,-0.509713,-5.487081,100.0001,0.01572746,-0.0032374
71.921,381.3258,4.228176,-8.754999,-0.5097992,-5.488134,99.99619,0.01574558,-0.0032361
71.92934,381.3724,4.228106,-8.756192,-0.5098738,-5.489062,99.97961,0.01576332,-0.0032349
71.93768,381.412,4.228062,-8.756768,-0.509913,-5.489611,100.0222,0.01578196,-0.003234
71.946,381.4552,4.228024,-8.757586,-0.5099656,-5.4903,100.0045,0.01580082,-0.0032329
71.95434,381.4955,4.227966,-8.758839,-0.5100494,-5.49133,100.0356,0.01581749,-0.003232
71.96268,381.5378,4.227926,-8.760499,-0.5101585,-5.49263,100.0024,0.0158351,-0.0032315
71.971,381.5779,4.227864,-8.761864,-0.5102494,-5.493735,99.97091,0.01585168,-0.003231
71.97934,381.6203,4.227794,-8.763211,-0.5103375,-5.494809,100.0879,0.01586577,-0.0032304
71.98766,381.661,4.227746,-8.764194,-0.5104033,-5.495642,99.90759,0.0158796,-0.0032298
71.996,381.7017,4.227704,-8.765309,-0.510477,-5.496562,99.987,0.01589305,-0.0032295
72.00434,381.7447,4.227674,-8.766258,-0.5105384,-5.49735,99.98442,0.01590695,-0.0032295
72.01266,381.7859,4.227641,-8.767395,-0.5106137,-5.498285,100.0401,0.01591966,-0.0032295
72.021,381.8272,4.227576,-8.768725,-0.5107011,-5.499351,100.0101,0.0159304,-0.0032295
72.02934,381.8694,4.227524,-8.770087,-0.5107903,-5.500438,99.99269,0.01594168,-0.0032295
72.03766,381.9101,4.227455,-8.771095,-0.510857,-5.501282,100.0036,0.01595427,-0.0032295
72.046,381.9553,4.227383,-8.772094,-0.5109199,-5.502084,99.95455,0.01596594,-0.0032295
72.05434,381.9937,4.227313,-8.773398,-0.5110082,-5.503163,100.0341,0.01597938,-0.0032293
72.06268,382.038,4.227253,-8.774845,-0.5111016,-5.504292,99.99091,0.01599411,-0.003229
72.071,382.0776,4.227167,-8.776356,-0.5112024,-5.505504,100.0491,0.01600864,-0.0032287
72.07934,382.1208,4.227097,-8.77766,-0.5112871,-5.506543,99.99009,0.01602515,-0.0032283
72.08768,382.1618,4.227,-8.778569,-0.5113472,-5.507318,99.97306,0.01604334,-0.0032278
72.096,382.2025,4.226918,-8.779394,-0.511402,-5.508035,100.022,0.01606599,-0.0032273
72.10434,382.2438,4.22688,-8.780394,-0.5114679,-5.50887,100.0032,0.01609178,-0.0032267
72.11266,382.2899,4.226812,-8.781606,-0.5115442,-5.509818,99.96714,0.01611865,-0.0032263
72.121,382.3294,4.22676,-8.782753,-0.5116214,-5.510778,100.0104,0.01614584,-0.0032259
72.12934,382.3716,4.2267,-8.78366,-0.5116804,-5.511538,99.92695,0.01617485,-0.0032253
72.13766,382.4129,4.226664,-8.784611,-0.511743,-5.51234,100.0711,0.01620552,-0.0032248
72.146,382.4553,4.226602,-8.785898,-0.5118271,-5.513371,99.94655,0.01623703,-0.0032244
72.15434,382.4968,4.226581,-8.787011,-0.5119004,-5.514287,100.0377,0.01626827,-0.0032239
72.16266,382.542,4.226516,-8.788022,-0.511964,-5.5151,100.0071,0.01630038,-0.0032236
72.171,382.5806,4.226463,-8.789511,-0.5120644,-5.51631,100.0421,0.01633158,-0.0032232
72.17934,382.62,4.22642,-8.790908,-0.512158,-5.517445,99.94556,0.01636325,-0.0032227
72.18768,382.6637,4.226347,-8.792222,-0.512243,-5.518486,100.0097,0.01639446,-0.0032222
72.196,382.7053,4.226298,-8.793422,-0.5123216,-5.51946,99.96991,0.01642635,-0.0032216
72.20434,382.7459,4.226224,-8.794754,-0.5124097,-5.520535,100.0408,0.01645796,-0.0032209
72.21268,382.7859,4.226178,-8.796204,-0.5125062,-5.521701,99.9772,0.01649008,-0.0032204
72.221,382.8288,4.226106,-8.797418,-0.5125847,-5.522672,99.99679,0.01652239,-0.0032199
72.22934,382.8688,4.226047,-8.798264,-0.5126409,-5.523404,100.0138,0.01655335,-0.0032192
72.23766,382.9119,4.225976,-8.799371,-0.5127119,-5.524295,100.0372,0.01658496,-0.0032186
72.246,382.955,4.225938,-8.800609,-0.5127916,-5.52528,99.98594,0.01661641,-0.003218
72.25434,382.9922,4.2259,-8.801288,-0.5128388,-5.525913,100.0186,0.01664891,-0.0032175
72.26266,383.035,4.225854,-8.802235,-0.5128996,-5.526693,99.9803,0.01668084,-0.0032171
72.271,383.0766,4.225803,-8.803216,-0.5129634,-5.527508,100.0184,0.01671313,-0.0032168
72.27934,383.1184,4.225756,-8.804264,-0.5130316,-5.528365,100.0018,0.01674483,-0.0032163
72.28766,383.1594,4.225723,-8.805449,-0.5131092,-5.529328,99.98102,0.01677761,-0.0032158
72.296,383.1998,4.225688,-8.806352,-0.513169,-5.530098,99.98292,0.01681118,-0.0032155
72.30434,383.2408,4.225632,-8.807402,-0.5132378,-5.530964,99.97671,0.01684574,-0.0032151
72.31268,383.2835,4.22558,-8.808634,-0.5133174,-5.531949,100.0386,0.0168817,-0.0032149
72.321,383.3232,4.225511,-8.809855,-0.5133984,-5.532945,99.96069,0.01691678,-0.0032146
72.32934,383.3668,4.225429,-8.811316,-0.5134922,-5.534082,100.0114,0.01695194,-0.0032142
72.33768,383.4079,4.225352,-8.812582,-0.5135752,-5.535102,100.0422,0.01698534,-0.003214
72.346,383.4516,4.225296,-8.81413,-0.5136748,-5.536304,99.96837,0.01701849,-0.0032134
72.35434,383.493,4.225232,-8.815079,-0.5137369,-5.5371,99.99644,0.01705134,-0.0032128
72.36266,383.5315,4.225165,-8.81615,-0.513809,-5.538002,100.0075,0.01708444,-0.0032125
72.371,383.5768,4.225098,-8.817203,-0.5138746,-5.538836,99.99266,0.01711719,-0.0032119
72.37934,383.6212,4.225002,-8.818753,-0.5139742,-5.540037,100.0213,0.01715006,-0.0032112
72.38766,383.66,4.224948,-8.82002,-0.5140596,-5.541084,100.0197,0.0171811,-0.0032108
72.396,383.7008,4.224887,-8.82121,-0.5141378,-5.542056,100.0006,0.01721133,-0.0032105
72.40434,383.7412,4.224833,-8.822147,-0.5142,-5.542852,100.0013,0.01724224,-0.0032102
72.41266,383.7819,4.224804,-8.823094,-0.5142622,-5.543651,99.97851,0.01727181,-0.0032101
72.421,383.8216,4.224748,-8.824621,-0.5143634,-5.544868,99.98663,0.01730116,-0.0032096
72.42934,383.8654,4.224658,-8.825629,-0.514427,-5.545679,99.96286,0.01733044,-0.0032091
72.43768,383.9051,4.224584,-8.827137,-0.5145268,-5.54688,100.0292,0.01735899,-0.003209
72.446,383.9503,4.224528,-8.828624,-0.5146212,-5.548025,100.0123,0.01738902,-0.0032087
72.45434,383.9937,4.22447,-8.829844,-0.5146996,-5.548995,99.99281,0.01741727,-0.0032085
72.46268,384.0344,4.22444,-8.830936,-0.514771,-5.549893,100.0061,0.01744436,-0.0032084
72.471,384.075,4.224392,-8.831994,-0.5148406,-5.55077,99.98628,0.01747086,-0.0032081
72.47934,384.1165,4.224335,-8.832769,-0.5148906,-5.551436,100.0135,0.0174966,-0.0032076
72.48766,384.156,4.224273,-8.833641,-0.5149488,-5.552188,99.99918,0.01752275,-0.0032073
72.496,384.1976,4.224212,-8.834758,-0.5150215,-5.5531,100.0317,0.01754982,-0.003207
72.50434,384.237,4.224141,-8.835858,-0.5150947,-5.554015,99.9909,0.01757679,-0.0032069
72.51266,384.2794,4.224089,-8.83691,-0.5151624,-5.55487,100.0137,0.01760388,-0.003207
72.521,384.3208,4.224041,-8.838019,-0.5152346,-5.555776,99.96236,0.0176322,-0.0032069
72.52934,384.3639,4.223953,-8.83896,-0.5152942,-5.556545,100.0026,0.01765912,-0.0032069
72.53766,384.405,4.223878,-8.840076,-0.5153668,-5.557454,100.0077,0.01768712,-0.003207
72.546,384.4446,4.2238,-8.840982,-0.5154268,-5.558226,99.98631,0.01771585,-0.0032071
72.55434,384.486,4.22374,-8.842093,-0.5154988,-5.559127,99.99334,0.01774456,-0.0032073
72.56268,384.5278,4.223669,-8.843232,-0.5155722,-5.560044,99.98966,0.01777386,-0.0032078
72.571,384.571,4.223618,-8.84461,-0.5156606,-5.561124,100.0326,0.01780271,-0.0032081
72.57934,384.6132,4.223556,-8.845994,-0.51575,-5.562216,100.0086,0.0178314,-0.0032082
72.58768,384.6565,4.2235,-8.846863,-0.515805,-5.562936,100.0269,0.01786235,-0.0032086
72.596,384.6966,4.223434,-8.84816,-0.5158906,-5.563988,99.98561,0.01789248,-0.0032089
72.60434,384.7387,4.223384,-8.849312,-0.5159653,-5.56492,100.0046,0.01792066,-0.0032092
72.61266,384.7769,4.223338,-8.850272,-0.5160299,-5.565743,99.94945,0.01794884,-0.0032095
72.621,384.821,4.223284,-8.85135,-0.5160978,-5.566602,99.98199,0.01797659,-0.0032097
72.62934,384.863,4.223217,-8.852662,-0.516183,-5.567648,100.021,0.01800379,-0.0032099
72.63766,384.9066,4.22313,-8.853938,-0.5162646,-5.568657,100.0172,0.01803033,-0.0032101
72.646,384.9484,4.22307,-8.855265,-0.516351,-5.569718,100.0233,0.0180588,-0.0032101
72.65434,384.9902,4.223026,-8.856306,-0.5164185,-5.570574,99.97282,0.01808632,-0.0032104
72.66266,385.0296,4.222988,-8.857081,-0.5164703,-5.57126,99.99155,0.01811149,-0.0032107
72.671,385.0722,4.222945,-8.858106,-0.5165358,-5.572092,100.0175,0.01813326,-0.0032109
72.67934,385.1133,4.222908,-8.858981,-0.5165926,-5.572834,100.0006,0.01815618,-0.0032113
72.68768,385.156,4.222855,-8.85982,-0.5166459,-5.573536,100.028,0.01818039,-0.0032118
72.696,385.1978,4.222796,-8.860932,-0.5167182,-5.574444,99.97931,0.01820473,-0.0032124
72.70434,385.2397,4.222728,-8.862358,-0.5168108,-5.57557,100.0069,0.01822892,-0.0032131
72.71268,385.2805,4.222672,-8.863234,-0.516868,-5.576316,99.97486,0.01825318,-0.0032141
72.721,385.3223,4.222625,-8.863806,-0.5169044,-5.576836,99.9878,0.01827743,-0.003215
72.72934,385.3643,4.222578,-8.865063,-0.5169856,-5.57784,99.98188,0.01829956,-0.003216
72.73766,385.4051,4.222496,-8.866553,-0.5170829,-5.579016,100.0111,0.01832171,-0.0032167
72.746,385.4493,4.2224,-8.867825,-0.5171634,-5.580014,100.0174,0.01834388,-0.0032174
72.75434,385.489,4.222321,-8.869025,-0.517243,-5.581,99.98912,0.01836853,-0.003218
72.76266,385.53,4.222242,-8.870239,-0.517322,-5.581981,100.011,0.01839279,-0.0032185
72.771,385.5744,4.222176,-8.871556,-0.5174054,-5.583008,99.99657,0.01841525,-0.003219
72.77934,385.6162,4.222116,-8.872726,-0.5174812,-5.583952,100.0176,0.01843782,-0.0032192
72.78766,385.658,4.222052,-8.873532,-0.5175329,-5.58464,100.0006,0.01846023,-0.0032195
72.796,385.6983,4.222017,-8.874862,-0.5176202,-5.58571,100.0444,0.01848244,-0.0032196
72.80434,385.737,4.221959,-8.876266,-0.5177134,-5.586843,99.98874,0.01850528,-0.00322
72.81268,385.7782,4.221899,-8.877228,-0.5177756,-5.587641,99.98188,0.01852913,-0.0032202
72.821,385.8212,4.221838,-8.878046,-0.517827,-5.588322,99.96772,0.01855274,-0.0032208
72.82934,385.8621,4.221791,-8.879202,-0.5179022,-5.589261,99.99519,0.01857794,-0.0032214
72.83768,385.8994,4.221725,-8.880458,-0.5179864,-5.590296,99.98849,0.01859364,-0.0032219
72.846,385.9456,4.221662,-8.881661,-0.5180604,-5.591221,100.03,0.01862258,-0.0032232
72.85434,385.9872,4.221594,-8.882782,-0.5181326,-5.592127,99.94652,0.01864544,-0.0032239
72.86266,386.0281,4.221554,-8.884171,-0.5182228,-5.593227,100.0452,0.01866747,-0.0032247
72.871,386.0691,4.2215,-8.885368,-0.5183002,-5.594188,100.023,0.0186901,-0.0032258
72.87934,386.1112,4.22141,-8.886047,-0.5183428,-5.594775,99.95891,0.01871262,-0.003227
72.88766,386.1544,4.221356,-8.887018,-0.5184042,-5.595566,100.0368,0.01873595,-0.003228
72.896,386.197,4.221277,-8.888462,-0.5184969,-5.596693,100.0012,0.01875952,-0.0032289
72.90434,386.235,4.2212,-8.890056,-0.5186032,-5.597969,100.0089,0.01878221,-0.0032297
72.91266,386.276,4.221094,-8.891016,-0.518665,-5.598764,100.0016,0.01880456,-0.0032304
72.921,386.318,4.221026,-8.891864,-0.5187192,-5.599476,99.98359,0.01882009,-0.0032304
72.92934,386.36,4.220965,-8.893012,-0.518793,-5.6004,99.97414,0.01885033,-0.0032315
72.93768,386.3993,4.220878,-8.894314,-0.5188784,-5.60145,100.0093,0.01886692,-0.003232
72.946,386.443,4.220784,-8.895304,-0.5189404,-5.602245,100.013,0.01889938,-0.0032334
72.95434,386.4847,4.220726,-8.896608,-0.5190244,-5.60328,99.98644,0.01892317,-0.0032339
72.96268,386.5272,4.220665,-8.898012,-0.5191144,-5.60438,100.0122,0.01894775,-0.0032342
72.971,386.57,4.220613,-8.899591,-0.5192158,-5.605602,99.98262,0.01897112,-0.0032347
72.97934,386.6118,4.220572,-8.900592,-0.5192798,-5.606421,100.0185,0.01899373,-0.0032354
72.98766,386.654,4.220504,-8.901556,-0.5193414,-5.607213,100.0946,0.01901705,-0.0032362
72.996,386.6934,4.220459,-8.902876,-0.5194287,-5.608283,99.89884,0.01904027,-0.0032369
73.00434,386.7326,4.220404,-8.904474,-0.5195338,-5.609547,99.99803,0.01906392,-0.0032376
73.01266,386.7748,4.220371,-8.905968,-0.5196296,-5.61071,99.9898,0.01908846,-0.0032383
73.021,386.816,4.220344,-8.907164,-0.519707,-5.611672,99.98699,0.0191113,-0.0032389
73.02934,386.8578,4.220291,-8.908219,-0.5197746,-5.61253,100.0199,0.019133,-0.0032398
73.03766,386.8983,4.220213,-8.909332,-0.5198469,-5.61344,100.0183,0.01914625,-0.0032402
73.046,386.9426,4.220156,-8.9108,-0.5199394,-5.614564,99.97522,0.01917702,-0.0032421
73.05434,386.9804,4.220063,-8.911859,-0.52001,-5.615454,99.99166,0.01919839,-0.0032431
73.06268,387.0259,4.219961,-8.912928,-0.5200754,-5.616288,100.0327,0.0192223,-0.0032442
73.071,387.0697,4.21988,-8.9139,-0.520136,-5.61707,99.99466,0.01924509,-0.0032453
73.07934,387.11,4.219774,-8.914569,-0.5201793,-5.617665,100.0201,0.01926941,-0.0032469
73.08768,387.1536,4.219639,-8.91545,-0.5202344,-5.618388,99.99939,0.0192932,-0.0032486
73.096,387.1962,4.219473,-8.916518,-0.5203024,-5.619253,100.0165,0.01931813,-0.0032503
73.10434,387.2364,4.219306,-8.917856,-0.52039,-5.620328,99.9485,0.0193452,-0.0032518
73.11266,387.2786,4.21918,-8.919309,-0.5204836,-5.62147,99.99334,0.0193725,-0.0032532
73.121,387.3191,4.219078,-8.920429,-0.5205567,-5.622388,100.0252,0.01940014,-0.0032545
73.12934,387.3616,4.218957,-8.921441,-0.5206213,-5.623215,99.97671,0.01942756,-0.003256
73.13766,387.4011,4.218838,-8.922196,-0.520671,-5.623882,99.9828,0.01945485,-0.0032574
73.146,387.4428,4.218728,-8.923349,-0.520745,-5.62481,100.0248,0.01948084,-0.0032586
73.15434,387.488,4.218634,-8.924496,-0.520816,-5.625705,100.0286,0.01950741,-0.0032598
73.16266,387.5302,4.21854,-8.926066,-0.520917,-5.626925,99.98316,0.01953278,-0.003261
73.171,387.5709,4.218486,-8.92714,-0.5209866,-5.627807,99.99692,0.0195588,-0.0032619
73.17934,387.6112,4.218416,-8.928281,-0.521061,-5.628738,99.99989,0.01958496,-0.0032629
73.18768,387.6534,4.218363,-8.929238,-0.5211215,-5.62952,99.98609,0.01960898,-0.003264
73.196,387.6934,4.218276,-8.93009,-0.521177,-5.630249,99.99195,0.01963352,-0.0032652
73.20434,387.7338,4.218192,-8.931039,-0.5212385,-5.63104,100.0175,0.01965652,-0.0032664
73.21268,387.7749,4.218117,-8.932504,-0.5213329,-5.632187,99.99928,0.01967223,-0.0032669
73.221,387.8176,4.218035,-8.934009,-0.5214288,-5.633352,100.0178,0.01970598,-0.0032689
73.22934,387.8611,4.217967,-8.935292,-0.52151,-5.634356,100.0221,0.01973041,-0.0032704
73.23766,387.9033,4.217906,-8.936566,-0.5215916,-5.635368,99.97789,0.01975612,-0.003272
73.246,387.9438,4.217854,-8.937672,-0.5216628,-5.636266,100.012,0.0197822,-0.0032737
73.25434,387.9854,4.217774,-8.938938,-0.5217438,-5.637269,100.0004,0.01980648,-0.0032754
73.26266,388.0274,4.21772,-8.940305,-0.5218314,-5.638342,99.97972,0.01982941,-0.0032771
73.271,388.0675,4.217658,-8.941319,-0.5218972,-5.639182,99.98546,0.01985211,-0.0032787
73.27934,388.106,4.217605,-8.942382,-0.5219674,-5.640068,100.0008,0.01987342,-0.0032804
73.28766,388.1493,4.217526,-8.943775,-0.5220554,-5.641146,99.97214,0.01989557,-0.003282
73.296,388.1892,4.217441,-8.944594,-0.5221084,-5.641848,100.0409,0.01991676,-0.0032838
73.30434,388.2367,4.217352,-8.945665,-0.5221726,-5.64267,99.96432,0.01993681,-0.0032854
73.31268,388.2768,4.21726,-8.946821,-0.5222476,-5.64361,99.99849,0.01995647,-0.0032871
73.321,388.3169,4.217179,-8.947997,-0.5223237,-5.64456,100.0254,0.01997454,-0.0032887
73.32934,388.3598,4.217098,-8.949269,-0.5224041,-5.645557,99.9818,0.0199936,-0.0032902
73.33768,388.4034,4.21704,-8.95066,-0.5224922,-5.646638,99.99312,0.02001288,-0.0032921
73.346,388.4454,4.216961,-8.9514,-0.5225386,-5.647269,100.0099,0.0200345,-0.003294
73.35434,388.4844,4.216903,-8.952262,-0.5225953,-5.648011,99.97881,0.02005611,-0.0032962
73.36266,388.5255,4.216846,-8.953671,-0.5226864,-5.649124,100.0209,0.02007844,-0.0032983
