Time (min),Temperature (°C),Weight (mg),Heat Flow (mW),Temperature Difference (°C),Temperature Difference (µV),Sample Purge Flow (mL/min),Deriv. Weight (%/°C),Deriv. Heat Flow (W/(g·°C))
29.13767,167.7508,8.582374,-5.145636,-0.2055592,-1.827726,100.0048,0.01723364,-0.0016124
29.146,167.7899,8.582288,-5.14643,-0.2056214,-1.828391,99.97486,0.01725726,-0.0016126
29.15434,167.8325,8.582208,-5.14706,-0.2056672,-1.82891,100.0043,0.01730444,-0.0016128
29.16266,167.8722,8.582148,-5.147763,-0.2057207,-1.829496,100.009,0.01735125,-0.001613
29.171,167.913,8.582081,-5.148224,-0.2057503,-1.829869,99.99902,0.01739958,-0.0016132
29.17934,167.9561,8.582006,-5.148862,-0.2057971,-1.830396,100.0278,0.017448,-0.0016134
29.18766,167.9953,8.581914,-5.149612,-0.2058551,-1.831023,100.0237,0.0174972,-0.0016137
29.196,168.04,8.58185,-5.150638,-0.2059402,-1.831891,99.9704,0.01754715,-0.0016139
29.20434,168.0807,8.581786,-5.151268,-0.2059861,-1.832411,100.0067,0.01759723,-0.0016141
29.21267,168.1202,8.581715,-5.151863,-0.2060289,-1.832902,100.0497,0.01764778,-0.0016142
29.221,168.1608,8.58161,-5.152706,-0.2060962,-1.83361,99.95082,0.01769964,-0.0016143
29.22934,168.2041,8.581522,-5.153278,-0.2061366,-1.83408,100.0239,0.01775072,-0.0016143
29.23767,168.2445,8.581444,-5.154035,-0.2061954,-1.834713,99.99568,0.01780162,-0.0016146
29.246,168.2864,8.581381,-5.154562,-0.2062312,-1.835144,100.01,0.0178528,-0.0016148
29.25434,168.327,8.581324,-5.155044,-0.2062627,-1.835534,99.97116,0.0179023,-0.0016149
29.26267,168.3674,8.581268,-5.155647,-0.2063062,-1.836032,100.0219,0.01795222,-0.0016151
29.271,168.408,8.581209,-5.15637,-0.2063615,-1.836634,99.96649,0.01800148,-0.0016152
29.27934,168.4483,8.581137,-5.156702,-0.2063784,-1.836895,100.0599,0.01805039,-0.0016154
29.28766,168.4895,8.581076,-5.157459,-0.206437,-1.837526,99.93719,0.01810018,-0.0016156
29.296,168.5338,8.581019,-5.158129,-0.2064871,-1.838082,100.0006,0.01814977,-0.0016157
29.30434,168.574,8.580993,-5.158676,-0.2065252,-1.838532,99.99749,0.01819728,-0.0016159
29.31266,168.6159,8.580957,-5.159236,-0.2065644,-1.838992,99.99494,0.01824447,-0.001616
29.321,168.6575,8.580906,-5.159617,-0.2065859,-1.839294,100.0062,0.01829136,-0.0016161
29.32934,168.7024,8.580838,-5.160293,-0.2066364,-1.839855,99.99639,0.01833788,-0.0016162
29.33767,168.7417,8.580766,-5.161209,-0.2067105,-1.840626,99.97837,0.0183843,-0.0016163
29.346,168.7799,8.580712,-5.161982,-0.2067708,-1.841274,100.0196,0.01843064,-0.0016164
29.35434,168.823,8.580637,-5.162366,-0.2067925,-1.841578,99.97278,0.0184783,-0.0016163
29.36267,168.8685,8.58059,-5.162815,-0.2068205,-1.84194,100.027,0.01852802,-0.0016163
29.371,168.9097,8.580499,-5.163278,-0.20685,-1.842315,99.99959,0.01857662,-0.0016164
29.37934,168.9496,8.580436,-5.16376,-0.2068811,-1.842705,100.0012,0.01862591,-0.0016165
29.38767,168.9948,8.580382,-5.164269,-0.206915,-1.843119,99.96965,0.01867478,-0.0016166
29.396,169.0321,8.580316,-5.164802,-0.2069514,-1.843556,100.0193,0.01872494,-0.0016166
29.40434,169.075,8.580249,-5.165097,-0.2069643,-1.843783,100.0057,0.01877534,-0.0016163
29.41266,169.1148,8.580176,-5.165482,-0.2069862,-1.844089,99.97352,0.01882509,-0.0016163
29.421,169.157,8.58013,-5.165981,-0.2070192,-1.844495,100.0308,0.01887573,-0.0016162
29.42934,169.199,8.580056,-5.166416,-0.2070459,-1.844845,99.96934,0.01892789,-0.0016161
29.43766,169.2405,8.579999,-5.166728,-0.2070605,-1.845087,100.0231,0.01897631,-0.0016158
29.446,169.2808,8.579924,-5.167534,-0.2071237,-1.845762,99.96274,0.01902283,-0.0016155
29.45434,169.3264,8.579863,-5.1682,-0.2071732,-1.846315,100.0406,0.01906758,-0.0016152
29.46267,169.3678,8.579784,-5.168852,-0.2072211,-1.846854,99.97972,0.01911419,-0.0016148
29.471,169.4076,8.579678,-5.169416,-0.2072606,-1.847318,100.0551,0.01916243,-0.0016145
29.47934,169.4523,8.579593,-5.170008,-0.2073027,-1.847805,99.95105,0.0192105,-0.0016142
29.48767,169.4944,8.579525,-5.17113,-0.2073968,-1.848756,100.0175,0.01925761,-0.0016141
29.496,169.5319,8.579438,-5.172093,-0.2074752,-1.849569,99.98153,0.01930556,-0.001614
29.50434,169.5749,8.579355,-5.172708,-0.2075196,-1.850076,100.0197,0.01935279,-0.0016139
29.51267,169.6194,8.579288,-5.17318,-0.2075498,-1.850459,100.0373,0.01940011,-0.0016139
29.521,169.6553,8.579231,-5.174261,-0.2076398,-1.851374,99.96187,0.01944888,-0.001614
29.52934,169.6984,8.579156,-5.174926,-0.2076891,-1.851926,100.0,0.01949875,-0.001614
29.53766,169.7395,8.579097,-5.175234,-0.2077034,-1.852165,99.97974,0.01952478,-0.0016141
29.546,169.7804,8.579038,-5.175696,-0.2077327,-1.852537,99.99422,0.01960033,-0.0016142
29.55434,169.8224,8.579016,-5.176224,-0.2077686,-1.85297,100.0264,0.01964847,-0.0016143
29.56266,169.8672,8.57897,-5.17646,-0.2077757,-1.853144,99.93124,0.0196986,-0.0016143
29.571,169.909,8.578909,-5.176912,-0.2078041,-1.85351,100.0649,0.0197476,-0.0016141
29.57934,169.9495,8.57886,-5.177203,-0.2078166,-1.853734,99.98688,0.01979732,-0.001614
29.58767,169.9916,8.578797,-5.177561,-0.2078356,-1.854016,100.0047,0.01984568,-0.001614
29.596,170.0314,8.578731,-5.178378,-0.2078998,-1.8547,100.0331,0.01989464,-0.0016139
29.60434,170.0734,8.578671,-5.178904,-0.2079354,-1.85513,99.97687,0.0199436,-0.0016137
29.61267,170.1139,8.578612,-5.1792,-0.2079484,-1.855359,100.0419,0.01999243,-0.0016136
29.621,170.1541,8.578566,-5.179773,-0.2079886,-1.855829,99.9671,0.02004173,-0.0016134
29.62934,170.1966,8.578507,-5.180109,-0.2080054,-1.856092,100.0002,0.02009037,-0.0016132
29.63767,170.2354,8.578413,-5.180646,-0.2080423,-1.856532,100.0051,0.02011534,-0.0016131
29.646,170.2816,8.578335,-5.18178,-0.2081376,-1.857494,100.0053,0.02018718,-0.001613
29.65434,170.3225,8.578278,-5.182449,-0.2081872,-1.858049,99.98871,0.02023587,-0.001613
29.66266,170.3648,8.578194,-5.183106,-0.2082358,-1.858595,100.0199,0.02028502,-0.0016129
29.671,170.406,8.578116,-5.183778,-0.2082856,-1.859152,99.98162,0.02031006,-0.0016125
29.67934,170.4478,8.578055,-5.184335,-0.2083242,-1.859609,100.0007,0.02038319,-0.0016123
29.68766,170.4918,8.577974,-5.184796,-0.2083533,-1.859982,100.014,0.0204088,-0.001612
29.696,170.5311,8.577886,-5.185272,-0.2083838,-1.860367,100.0017,0.02045824,-0.0016118
29.70434,170.5693,8.577789,-5.185717,-0.2084113,-1.860725,100.0191,0.02050847,-0.0016117
29.71267,170.6165,8.577694,-5.186498,-0.2084719,-1.861378,100.0247,0.02058266,-0.0016118
29.721,170.6562,8.577612,-5.187048,-0.2085096,-1.861829,99.98937,0.02060911,-0.0016116
29.72934,170.6991,8.577545,-5.187196,-0.2085078,-1.861926,100.0009,0.02066022,-0.0016115
29.73767,170.7408,8.577457,-5.187642,-0.2085354,-1.862287,99.99878,0.02071131,-0.0016113
29.746,170.7819,8.577375,-5.188172,-0.2085713,-1.86272,99.9607,0.02076398,-0.0016113
29.75434,170.8269,8.577309,-5.188753,-0.208612,-1.863197,99.99876,0.02084595,-0.0016114
29.76267,170.8686,8.577201,-5.18916,-0.2086355,-1.863521,99.98859,0.020899,-0.0016115
29.771,170.9115,8.577129,-5.189709,-0.2086731,-1.863971,100.0478,0.02095318,-0.0016117
29.77934,170.9476,8.57705,-5.190441,-0.2087289,-1.864582,100.0041,0.020979,-0.0016116
29.78766,170.9931,8.576972,-5.191438,-0.2088103,-1.865424,99.98745,0.0210599,-0.001612
29.796,171.0346,8.576898,-5.192254,-0.208874,-1.866106,100.0021,0.02111388,-0.0016119
29.80434,171.0709,8.576828,-5.19304,-0.2089349,-1.866764,99.97852,0.02113972,-0.0016116
29.81266,171.1169,8.576746,-5.19377,-0.2089905,-1.867374,99.97266,0.02119343,-0.0016115
29.821,171.1556,8.576688,-5.194049,-0.2090016,-1.867586,100.0181,0.02124758,-0.0016115
29.82934,171.1966,8.576642,-5.194456,-0.2090254,-1.867911,100.0107,0.02130024,-0.0016117
29.83767,171.2398,8.576551,-5.1949,-0.2090529,-1.868269,99.96992,0.02135051,-0.0016121
29.846,171.2788,8.576503,-5.195361,-0.2090822,-1.868642,100.0092,0.02140274,-0.0016126
29.85434,171.3208,8.576422,-5.195688,-0.2090984,-1.868898,99.99016,0.02145491,-0.001613
29.86267,171.3632,8.576356,-5.19627,-0.2091394,-1.869376,99.99972,0.02150778,-0.0016133
29.871,171.4027,8.576285,-5.196788,-0.2091742,-1.8698,100.0228,0.02156062,-0.0016136
29.87934,171.4496,8.576215,-5.197174,-0.209196,-1.870107,99.99309,0.02161212,-0.0016142
29.88767,171.4891,8.576124,-5.197678,-0.2092293,-1.870517,100.0074,0.02166359,-0.001615
29.896,171.5275,8.576028,-5.198172,-0.2092616,-1.87092,99.99774,0.02171341,-0.0016157
29.90434,171.5706,8.575929,-5.199184,-0.2093448,-1.871776,100.0519,0.02176384,-0.0016163
29.91266,171.6146,8.575853,-5.200126,-0.2094209,-1.87257,99.95098,0.02181418,-0.0016167
29.921,171.6559,8.575795,-5.200937,-0.2094842,-1.873248,100.0314,0.02186489,-0.0016169
29.92934,171.7,8.575692,-5.201413,-0.2095146,-1.873634,99.98834,0.02194183,-0.0016176
29.93766,171.7414,8.575585,-5.201866,-0.2095427,-1.874,100.0022,0.02199145,-0.0016181
29.946,171.7819,8.575519,-5.202278,-0.2095667,-1.874329,100.0051,0.02201337,-0.0016183
29.95434,171.8215,8.575431,-5.20234,-0.2095566,-1.874352,99.99889,0.02206133,-0.0016187
29.96267,171.8636,8.575337,-5.202652,-0.2095711,-1.874594,99.99119,0.02210908,-0.001619
29.971,171.9013,8.575256,-5.202933,-0.2095824,-1.874808,100.0023,0.02215652,-0.0016192
29.97934,171.9456,8.575176,-5.203452,-0.2096171,-1.875232,100.0064,0.02220543,-0.0016196
29.98767,171.9867,8.575102,-5.203785,-0.2096336,-1.875493,99.95206,0.0222525,-0.00162
29.996,172.0282,8.574994,-5.203961,-0.2096346,-1.875616,100.0378,0.02230022,-0.0016204
30.00434,172.0708,8.574887,-5.204316,-0.2096532,-1.875895,99.97203,0.02234849,-0.0016209
30.01267,172.1136,8.574792,-5.205175,-0.2097213,-1.876617,99.98018,0.02242082,-0.0016221
30.021,172.1541,8.574738,-5.206252,-0.2098108,-1.877531,100.0044,0.02244463,-0.001622
30.02934,172.1936,8.574653,-5.207054,-0.2098733,-1.878202,100.0064,0.02249287,-0.0016224
30.03766,172.236,8.574584,-5.208116,-0.2099612,-1.879101,100.0027,0.0225415,-0.0016227
30.046,172.2794,8.574508,-5.209067,-0.2100383,-1.879904,100.0014,0.02261664,-0.0016235
30.05434,172.3211,8.574449,-5.210068,-0.21012,-1.88075,99.96588,0.0226691,-0.0016239
30.06266,172.363,8.574372,-5.210678,-0.2101634,-1.881252,100.0369,0.02272175,-0.0016243
30.071,172.4015,8.574259,-5.21125,-0.2102031,-1.881721,100.0113,0.02274968,-0.0016243
30.07934,172.4416,8.574171,-5.21228,-0.2102879,-1.882594,99.99019,0.02280119,-0.0016247
30.08767,172.484,8.574109,-5.21301,-0.2103434,-1.883203,100.0124,0.02285192,-0.0016251
30.096,172.5242,8.574062,-5.213491,-0.2103744,-1.883594,99.98894,0.02290298,-0.0016255
30.10434,172.5678,8.573996,-5.213884,-0.2103968,-1.883906,100.0199,0.02295482,-0.0016259
30.11267,172.61,8.573922,-5.214356,-0.210427,-1.88429,99.93736,0.02300692,-0.0016263
30.121,172.6523,8.573852,-5.214906,-0.2104646,-1.88474,100.036,0.02306032,-0.0016269
30.12934,172.6923,8.573797,-5.215456,-0.2105022,-1.88519,100.015,0.02311377,-0.0016276
30.13767,172.7333,8.573701,-5.215889,-0.2105285,-1.885539,99.99034,0.02316642,-0.0016282
30.146,172.774,8.573634,-5.216652,-0.2105871,-1.886176,100.0301,0.02321938,-0.0016286
30.15434,172.8214,8.573575,-5.217296,-0.210634,-1.886709,99.97053,0.0233025,-0.0016299
30.16266,172.861,8.573504,-5.217688,-0.210656,-1.887022,99.98766,0.02332734,-0.0016298
30.171,172.9014,8.573406,-5.218074,-0.2106773,-1.887327,100.0161,0.02338179,-0.0016305
30.17934,172.9426,8.573316,-5.218713,-0.2107237,-1.887857,100.0246,0.02343666,-0.0016312
30.18766,172.986,8.573195,-5.219441,-0.2107786,-1.888463,99.99316,0.02349188,-0.0016317
30.196,173.0266,8.573088,-5.219982,-0.2108152,-1.888906,100.0011,0.02357958,-0.0016328
30.20434,173.0641,8.572999,-5.220296,-0.2108298,-1.889149,99.97976,0.02360606,-0.001633
30.21267,173.1098,8.572888,-5.220756,-0.2108586,-1.889522,99.96637,0.02366206,-0.0016337
30.221,173.1512,8.572781,-5.221428,-0.210908,-1.890078,100.0509,0.02374714,-0.0016348
30.22934,173.1914,8.572704,-5.222064,-0.210954,-1.890605,99.98509,0.02377478,-0.0016351
30.23767,173.2342,8.572626,-5.22287,-0.2110167,-1.891281,99.99953,0.02383284,-0.0016357
30.246,173.271,8.572534,-5.223316,-0.2110442,-1.891639,100.0138,0.02389277,-0.0016364
30.25434,173.3179,8.57246,-5.224014,-0.2110964,-1.89222,99.98142,0.02398494,-0.0016374
30.26267,173.3576,8.572362,-5.224778,-0.2111548,-1.892858,99.99941,0.02401554,-0.0016377
30.271,173.4029,8.572288,-5.225369,-0.2111964,-1.893345,100.0152,0.02410786,-0.0016386
30.27934,173.445,8.572226,-5.225987,-0.2112405,-1.893856,99.97892,0.02416745,-0.0016394
30.28766,173.4856,8.572122,-5.226698,-0.2112937,-1.894447,100.0095,0.02419782,-0.0016397
30.296,173.5223,8.572038,-5.227214,-0.2113278,-1.894868,99.99647,0.02425898,-0.0016405
30.30434,173.5679,8.571957,-5.227708,-0.2113598,-1.895269,100.0202,0.02432017,-0.0016412
30.31266,173.6092,8.571874,-5.228338,-0.2114051,-1.895789,99.99053,0.0243799,-0.001642
30.321,173.6506,8.571778,-5.22884,-0.211438,-1.896199,99.97691,0.02443811,-0.0016428
30.32934,173.6932,8.571694,-5.229488,-0.211485,-1.896735,100.0347,0.02452444,-0.0016437
30.33767,173.7349,8.571619,-5.230104,-0.2115288,-1.897243,99.97701,0.02458078,-0.0016442
30.346,173.7737,8.571564,-5.230429,-0.2115442,-1.897496,99.98286,0.02460896,-0.0016445
30.35434,173.8205,8.571472,-5.23085,-0.2115692,-1.897835,100.0641,0.02469316,-0.0016453
30.36267,173.8631,8.571345,-5.23128,-0.2115948,-1.898179,99.98556,0.02475031,-0.0016458
30.371,173.9074,8.571272,-5.231726,-0.211622,-1.898539,99.98055,0.02480597,-0.0016464
30.37934,173.9453,8.571199,-5.232402,-0.2116715,-1.899098,100.0222,0.024862,-0.0016471
30.38767,173.9901,8.571136,-5.232828,-0.2116966,-1.89944,99.98803,0.02491777,-0.0016476
30.396,174.0289,8.571026,-5.233028,-0.2116998,-1.899585,99.97812,0.02497337,-0.0016481
30.40434,174.0694,8.570934,-5.23313,-0.2116934,-1.899642,99.98032,0.02503058,-0.0016489
30.41266,174.1088,8.570853,-5.233718,-0.2117346,-1.900126,100.0399,0.02505856,-0.0016493
30.421,174.154,8.570741,-5.234186,-0.2117639,-1.900504,99.99491,0.02514267,-0.00165
30.42934,174.1919,8.570621,-5.234794,-0.211807,-1.901006,99.96442,0.02517159,-0.0016505
30.43766,174.2374,8.570559,-5.235072,-0.2118178,-1.901218,100.0293,0.02525635,-0.0016516
30.446,174.2763,8.570508,-5.235675,-0.2118605,-1.901715,99.99075,0.02528441,-0.0016518
30.45434,174.3206,8.570441,-5.236425,-0.2119175,-1.902341,100.02,0.0253709,-0.0016529
30.46267,174.3628,8.570336,-5.236837,-0.2119416,-1.902672,99.9728,0.02542837,-0.0016533
30.471,174.4061,8.57022,-5.237421,-0.2119823,-1.903151,100.0055,0.0254857,-0.001654
30.47934,174.4434,8.570141,-5.238258,-0.2120479,-1.903854,99.99387,0.02554468,-0.0016549
30.48767,174.4883,8.570053,-5.23916,-0.2121197,-1.904614,100.0251,0.02560478,-0.0016553
30.496,174.5276,8.569965,-5.239757,-0.2121614,-1.905104,99.98444,0.02566588,-0.0016561
30.50434,174.5714,8.569889,-5.24034,-0.212202,-1.905584,100.0084,0.02572883,-0.0016573
30.51267,174.6115,8.569816,-5.24081,-0.2122316,-1.905965,99.98762,0.02579067,-0.0016584
30.521,174.6525,8.569695,-5.241678,-0.2122999,-1.906694,99.99836,0.02585253,-0.0016592
30.52934,174.6947,8.569579,-5.24245,-0.2123589,-1.907339,100.0291,0.02588432,-0.0016599
30.53766,174.7396,8.569458,-5.243128,-0.2124088,-1.907901,99.9895,0.02600715,-0.0016622
30.546,174.7792,8.56935,-5.244088,-0.212486,-1.908711,100.0022,0.02600881,-0.0016623
30.55434,174.8219,8.569286,-5.244835,-0.2125427,-1.909335,100.0115,0.02607135,-0.0016633
30.56266,174.8631,8.569181,-5.245212,-0.2125631,-1.909634,100.0079,0.02616175,-0.0016649
30.571,174.9044,8.569094,-5.245505,-0.2125753,-1.909859,100.0041,0.02619013,-0.0016655
30.57934,174.9438,8.568989,-5.24609,-0.2126161,-1.91034,99.96844,0.02627615,-0.0016669
30.58767,174.9886,8.568905,-5.24669,-0.2126585,-1.910835,100.0611,0.02633194,-0.0016676
30.596,175.0282,8.568801,-5.247362,-0.2127076,-1.911392,99.94991,0.02638812,-0.0016682
30.60434,175.068,8.568734,-5.2479,-0.2127439,-1.911833,100.0098,0.02644539,-0.001669
30.61267,175.11,8.568664,-5.248415,-0.2127779,-1.912253,100.0105,0.02650089,-0.0016699
30.621,175.1513,8.568572,-5.24897,-0.2128158,-1.912708,100.0041,0.02652905,-0.0016703
30.62934,175.1939,8.568484,-5.249389,-0.2128404,-1.913044,99.9963,0.02658525,-0.0016712
30.63767,175.2382,8.568368,-5.25008,-0.2128916,-1.913619,99.98594,0.02669454,-0.0016728
30.646,175.2777,8.568293,-5.251014,-0.2129663,-1.914406,99.99194,0.0267255,-0.001673
30.65434,175.321,8.568202,-5.251842,-0.2130308,-1.915099,99.9858,0.02678275,-0.0016739
30.66266,175.3614,8.568106,-5.252492,-0.2130779,-1.915639,99.99579,0.0268385,-0.0016748
30.671,175.4065,8.568012,-5.253132,-0.2131239,-1.916168,100.0049,0.02692003,-0.0016765
30.67934,175.4459,8.567918,-5.253656,-0.2131586,-1.916595,99.97492,0.02692162,-0.0016766
30.68766,175.4929,8.567811,-5.254254,-0.2132004,-1.917088,99.99415,0.02703194,-0.0016787
30.696,175.5317,8.567695,-5.254974,-0.2132539,-1.917686,100.0238,0.02708854,-0.0016797
30.70434,175.574,8.567609,-5.255525,-0.2132912,-1.918138,99.98936,0.02714559,-0.0016808
30.71267,175.6144,8.567512,-5.256137,-0.2133342,-1.918642,100.0009,0.02717721,-0.0016813
30.721,175.6562,8.567405,-5.25686,-0.2133882,-1.919244,100.0076,0.02726268,-0.0016828
30.72934,175.6999,8.567306,-5.257346,-0.2134192,-1.919639,100.0548,0.0273215,-0.0016839
30.73767,175.7417,8.567188,-5.25775,-0.213442,-1.919961,99.95603,0.02738061,-0.0016849
30.746,175.7823,8.567078,-5.258218,-0.2134711,-1.92034,100.0202,0.02744072,-0.0016859
30.75434,175.8224,8.566951,-5.259,-0.213531,-1.920994,99.98162,0.02744272,-0.0016858
30.76267,175.8649,8.566844,-5.259804,-0.2135928,-1.921666,100.0299,0.0275323,-0.0016869
30.771,175.9077,8.566725,-5.260495,-0.2136439,-1.922241,100.0022,0.02759326,-0.0016877
30.77934,175.9508,8.56661,-5.260962,-0.213673,-1.922619,100.0013,0.0276828,-0.0016888
30.78766,175.992,8.566495,-5.261588,-0.2137175,-1.923136,100.0038,0.02771614,-0.0016891
30.796,176.033,8.5664,-5.262078,-0.2137487,-1.923532,100.0077,0.02777753,-0.0016899
30.80434,176.0727,8.566328,-5.26251,-0.2137744,-1.92388,99.99262,0.02786844,-0.0016914
30.81266,176.1196,8.566214,-5.262856,-0.2137918,-1.924152,100.0493,0.0279321,-0.0016923
30.821,176.1626,8.566122,-5.263718,-0.2138592,-1.924876,99.91651,0.02799538,-0.0016932
30.82934,176.2039,8.566049,-5.264853,-0.2139532,-1.925839,99.98472,0.02805709,-0.0016941
30.83767,176.2423,8.565964,-5.265632,-0.2140126,-1.926491,100.0413,0.02811722,-0.001695
30.846,176.2832,8.565858,-5.266161,-0.2140476,-1.926921,100.0191,0.02817911,-0.0016959
30.85434,176.3248,8.565766,-5.266817,-0.2140951,-1.927466,99.9537,0.02824115,-0.0016967
30.86267,176.368,8.565662,-5.267463,-0.2141416,-1.928,100.0061,0.02830248,-0.0016973
30.871,176.405,8.56557,-5.267984,-0.2141762,-1.928426,100.004,0.02836186,-0.001698
30.87934,176.4506,8.565469,-5.268791,-0.2142383,-1.929101,99.98876,0.02842249,-0.0016986
30.88767,176.4894,8.565359,-5.269529,-0.2142938,-1.929717,99.97939,0.02848352,-0.0016993
30.896,176.5324,8.565266,-5.270219,-0.2143445,-1.930289,100.0196,0.02854558,-0.0017001
30.90434,176.5745,8.565156,-5.270889,-0.2143936,-1.930846,99.99681,0.02860753,-0.0017008
30.91266,176.6159,8.565058,-5.271116,-0.2143995,-1.931014,100.0049,0.0286698,-0.0017018
30.921,176.6578,8.564937,-5.271534,-0.214424,-1.93135,100.0116,0.02873329,-0.0017029
30.92934,176.6988,8.564856,-5.272281,-0.2144804,-1.931974,100.0016,0.0287663,-0.0017036
30.93766,176.7381,8.564766,-5.273002,-0.2145342,-1.932573,99.99499,0.0288284,-0.0017049
30.946,176.7825,8.564696,-5.27376,-0.2145917,-1.933207,99.96437,0.02892024,-0.0017066
30.95434,176.8246,8.564599,-5.274372,-0.2146349,-1.933713,99.93819,0.02898435,-0.0017077
30.96267,176.8655,8.564508,-5.274775,-0.2146576,-1.934033,100.0664,0.02904757,-0.0017087
30.971,176.9055,8.564401,-5.27522,-0.2146845,-1.934392,99.98814,0.02911233,-0.0017096
30.97934,176.9458,8.564295,-5.27628,-0.2147714,-1.93529,100.0224,0.02917806,-0.0017105
30.98767,176.9911,8.564222,-5.276967,-0.2148218,-1.935861,100.0007,0.02924383,-0.0017113
30.996,177.0322,8.5641,-5.27765,-0.214872,-1.936428,100.0001,0.02931094,-0.0017118
31.00434,177.0729,8.564015,-5.278535,-0.2149415,-1.937171,100.0051,0.02937796,-0.0017123
31.01267,177.1134,8.563928,-5.279309,-0.2150005,-1.937819,100.0065,0.02941337,-0.0017126
31.021,177.157,8.563834,-5.279607,-0.2150132,-1.938049,100.0053,0.02951502,-0.001713
31.02934,177.2001,8.563739,-5.280124,-0.215047,-1.93847,99.99006,0.02958334,-0.0017136
31.03766,177.2421,8.563634,-5.280712,-0.2150877,-1.938954,100.0048,0.0296521,-0.0017143
31.046,177.2763,8.563512,-5.281283,-0.215127,-1.939424,99.98999,0.029654,-0.0017142
31.05434,177.3208,8.563394,-5.282141,-0.2151942,-1.940144,100.0187,0.02975532,-0.0017155
31.06266,177.3626,8.563281,-5.282588,-0.2152211,-1.940504,99.98662,0.02982048,-0.0017165
31.071,177.4042,8.563148,-5.283041,-0.215249,-1.940871,99.97553,0.02988513,-0.0017176
31.07934,177.4453,8.563055,-5.2836,-0.2152869,-1.941329,100.0195,0.02998477,-0.0017195
31.08767,177.4896,8.562957,-5.284184,-0.2153274,-1.941809,100.0019,0.03005271,-0.0017209
31.096,177.5285,8.562836,-5.284692,-0.2153606,-1.942224,100.0394,0.03008623,-0.0017217
31.10434,177.5739,8.562707,-5.285717,-0.2154441,-1.94309,99.97076,0.03018158,-0.0017239
31.11267,177.6145,8.56257,-5.2865,-0.2155043,-1.943745,99.994,0.030245,-0.0017253
31.121,177.6534,8.562434,-5.287121,-0.215549,-1.944259,100.0163,0.0302774,-0.001726
31.12934,177.694,8.562309,-5.288068,-0.2156253,-1.945058,99.98788,0.03034022,-0.0017276
31.13767,177.7376,8.562201,-5.288466,-0.2156482,-1.945374,100.0098,0.03040226,-0.0017291
31.146,177.7775,8.562071,-5.288987,-0.2156834,-1.9458,99.9902,0.03046488,-0.0017307
31.15434,177.8187,8.561972,-5.289778,-0.2157449,-1.946462,99.99212,0.03049752,-0.0017315
31.16266,177.8621,8.561881,-5.290532,-0.2158029,-1.947092,99.99597,0.03058627,-0.0017336
31.171,177.9032,8.561762,-5.291026,-0.2158354,-1.947492,99.97076,0.03064554,-0.0017348
31.17934,177.9468,8.561637,-5.291762,-0.2158918,-1.948108,100.0269,0.03073383,-0.0017363
31.18766,177.9874,8.561518,-5.292074,-0.2159067,-1.948349,100.0199,0.03079488,-0.0017372
31.196,178.0265,8.56139,-5.292494,-0.2159324,-1.948686,99.98289,0.03079595,-0.0017372
31.20434,178.0653,8.561305,-5.2933,-0.2159954,-1.949361,99.99946,0.03088977,-0.0017388
31.21267,178.1112,8.561219,-5.293619,-0.216011,-1.949609,100.0215,0.03095317,-0.0017395
31.221,178.1494,8.561103,-5.294067,-0.2160394,-1.949971,99.98547,0.03098463,-0.0017396
31.22934,178.193,8.561009,-5.294506,-0.2160668,-1.950324,99.97294,0.03108213,-0.0017408
31.23767,178.2344,8.56089,-5.294885,-0.2160883,-1.950625,100.0156,0.03114665,-0.0017414
31.246,178.2774,8.560734,-5.295566,-0.216139,-1.95119,100.0105,0.03124317,-0.0017422
31.25434,178.3174,8.560605,-5.296044,-0.2161703,-1.951579,99.9978,0.03124628,-0.0017423
31.26267,178.359,8.560486,-5.296404,-0.21619,-1.951863,100.0113,0.03134506,-0.0017437
31.271,178.3992,8.560375,-5.297127,-0.216245,-1.952466,100.008,0.03137961,-0.001744
31.27934,178.4445,8.56028,-5.297945,-0.216309,-1.953151,99.98381,0.03144628,-0.0017449
31.28766,178.4878,8.560176,-5.298487,-0.2163462,-1.953594,99.99696,0.0315428,-0.0017465
31.296,178.5234,8.560059,-5.29925,-0.2164049,-1.954231,99.99747,0.03160756,-0.0017474
31.30434,178.5712,8.559953,-5.299786,-0.2164416,-1.95467,99.99991,0.03170312,-0.0017486
31.31266,178.6101,8.559859,-5.300402,-0.216486,-1.955179,100.0,0.03173663,-0.0017492
31.321,178.6508,8.559757,-5.301025,-0.216531,-1.955693,99.99874,0.03180068,-0.0017501
31.32934,178.6916,8.55965,-5.301268,-0.2165393,-1.955874,99.99747,0.03183253,-0.0017503
31.33767,178.7338,8.559549,-5.301754,-0.2165711,-1.956269,100.0227,0.03192598,-0.0017514
31.346,178.7779,8.559452,-5.302157,-0.2165948,-1.95659,99.98554,0.03202151,-0.0017529
31.35434,178.8163,8.559351,-5.302518,-0.2166144,-1.956875,99.99068,0.03205284,-0.0017531
31.36267,178.8598,8.559236,-5.30296,-0.216642,-1.957231,99.97316,0.03211528,-0.0017538
31.371,178.9018,8.559116,-5.303694,-0.216698,-1.957844,100.0333,0.03217928,-0.0017546
31.37934,178.9427,8.559015,-5.304473,-0.2167582,-1.958495,99.98837,0.03224228,-0.0017553
31.38767,178.9862,8.558924,-5.305078,-0.2168014,-1.958993,100.0085,0.03230642,-0.001756
