Time (min),Temperature (°C),Weight (mg),Heat Flow (mW),Temperature Difference (°C),Temperature Difference (µV),Sample Purge Flow (mL/min),Deriv. Weight (%/°C),Deriv. Heat Flow (W/(g·°C))
4.837666,75.70761,9.855871,-4.62119,-0.1940016,-1.4377,100.0404,0.00049896,0.000359132
4.846,75.79205,9.855879,-4.620716,-0.193893,-1.437222,99.99493,0.000489531,0.000354293
4.854334,75.8723,9.855844,-4.620297,-0.1937908,-1.436793,100.0467,0.000477081,0.000349339
4.862666,75.95632,9.8558,-4.619768,-0.1936757,-1.436266,99.98371,0.000466068,0.000344268
4.871,76.04108,9.855744,-4.619325,-0.1935711,-1.435817,100.0033,0.000448595,0.000337499
4.879334,76.12016,9.855712,-4.618962,-0.1934757,-1.435436,100.0356,0.000436848,0.000332192
4.887666,76.20012,9.855697,-4.618619,-0.193383,-1.435074,99.98208,0.000427576,0.000326754
4.896,76.28368,9.855663,-4.618272,-0.1932898,-1.434708,100.0706,0.000419296,0.000321209
4.904333,76.36595,9.855637,-4.618278,-0.1932384,-1.434651,99.93363,0.000410304,0.000315397
4.912666,76.45002,9.855647,-4.618241,-0.1931819,-1.434557,99.99666,0.000402968,0.000309348
4.921,76.52985,9.855661,-4.61793,-0.1930928,-1.434222,100.0164,0.000397477,0.000303052
4.929333,76.61526,9.85565,-4.617785,-0.1930235,-1.434032,99.94601,0.000397182,0.000296585
4.937667,76.70129,9.855672,-4.617359,-0.1929208,-1.433597,100.03,0.000399842,0.000289946
4.946,76.7836,9.855708,-4.617174,-0.1928464,-1.433372,99.99586,0.000402489,0.000283529
4.954334,76.86606,9.855714,-4.617171,-0.1927936,-1.433307,100.01,0.00040724,0.000277057
4.962666,76.94807,9.855768,-4.616715,-0.1926878,-1.432846,99.97118,0.000412616,0.000270562
4.971,77.03018,9.85578,-4.616402,-0.1925984,-1.432509,99.99908,0.00041911,0.000264247
4.979334,77.1107,9.855811,-4.61584,-0.1924799,-1.431954,100.0215,0.000426363,0.000258036
4.987666,77.19251,9.855842,-4.615186,-0.1923502,-1.431316,99.99431,0.000435368,0.000251789
4.996,77.28114,9.855845,-4.614634,-0.1922331,-1.430772,99.97955,0.00044412,0.000245599
5.004334,77.36054,9.855855,-4.614374,-0.1921498,-1.43048,99.96894,0.000453343,0.000239716
5.012666,77.44397,9.855872,-4.614011,-0.1920548,-1.4301,100.0104,0.000459699,0.000233673
5.021,77.52412,9.855881,-4.61402,-0.192004,-1.430044,100.0765,0.000464811,0.000227922
5.029333,77.6088,9.855859,-4.613618,-0.1919054,-1.42963,99.94016,0.000468755,0.000221754
5.037666,77.69169,9.855849,-4.613358,-0.1918238,-1.429339,99.98672,0.000471123,0.00021572
5.046,77.77908,9.855813,-4.613465,-0.1917856,-1.429371,100.0084,0.000474907,0.000209549
5.054333,77.85735,9.855798,-4.613414,-0.1917294,-1.429264,100.0015,0.000477519,0.000206197
5.062667,77.94156,9.855757,-4.613736,-0.1917174,-1.429484,100.0304,0.000480397,0.000199492
5.071,78.02538,9.855689,-4.613812,-0.1916766,-1.429487,99.97687,0.000476487,0.000190034
5.079334,78.1082,9.855656,-4.61413,-0.1916648,-1.429703,100.0043,0.000472114,0.00018358
5.087666,78.19361,9.855621,-4.614391,-0.1916467,-1.42987,99.99384,0.000466246,0.000177015
5.096,78.27685,9.855582,-4.614348,-0.1915931,-1.42977,100.0277,0.000460311,0.000170436
5.104334,78.35785,9.855545,-4.61441,-0.1915518,-1.42976,100.0021,0.000453033,0.000163976
5.112666,78.44852,9.855522,-4.614564,-0.1915215,-1.429833,100.0064,0.000444279,0.000157559
5.121,78.53134,9.855484,-4.614297,-0.1914414,-1.429535,100.0053,0.0004368,0.000151181
5.129334,78.61437,9.855438,-4.61414,-0.1913744,-1.429334,99.99891,0.000428942,0.000144869
5.137666,78.70232,9.855428,-4.614041,-0.1913141,-1.429184,99.99366,0.000420899,0.000138799
5.146,78.7872,9.855414,-4.613441,-0.1911948,-1.428594,100.0023,0.00041399,0.000132619
5.154333,78.86936,9.855439,-4.613239,-0.191122,-1.428353,99.97098,0.000408375,0.000126291
5.162666,78.95342,9.855453,-4.612784,-0.1910198,-1.42789,100.0282,0.00040478,0.000119764
5.171,79.03782,9.855469,-4.612344,-0.1909193,-1.427441,99.9616,0.000401507,0.00011304
5.179333,79.12756,9.855484,-4.612052,-0.1908361,-1.427121,100.0317,0.000398653,0.000106053
5.187667,79.21219,9.855486,-4.611788,-0.1907557,-1.426824,99.96803,0.000400222,9.8833e-05
5.196,79.29026,9.855499,-4.611589,-0.1906836,-1.426587,99.99648,0.000403121,9.17188e-05
5.204334,79.3754,9.855541,-4.61157,-0.1906326,-1.426506,99.97588,0.000404989,8.4286e-05
5.212666,79.46347,9.855598,-4.61122,-0.1905428,-1.426136,100.0056,0.000408388,7.68745e-05
5.221,79.54298,9.855621,-4.611338,-0.1905078,-1.426175,100.0166,0.000410854,6.95123e-05
5.229334,79.63462,9.855653,-4.61145,-0.1904722,-1.426209,100.0018,0.000412865,6.20831e-05
5.237666,79.71851,9.855699,-4.611072,-0.1903794,-1.425815,99.98732,0.000413638,5.45276e-05
5.246,79.80109,9.855738,-4.610816,-0.1903004,-1.425526,100.0072,0.000411391,4.69157e-05
5.254334,79.88366,9.855765,-4.61048,-0.1902124,-1.425167,100.0243,0.000400912,3.61863e-05
5.262666,79.9673,9.855778,-4.610696,-0.1901892,-1.425293,100.0084,0.000399735,3.19873e-05
5.271,80.05088,9.8558,-4.61061,-0.1901308,-1.425154,99.97744,0.000387064,2.1368e-05
5.279332,80.13547,9.855799,-4.610628,-0.1900845,-1.425106,99.99297,0.000379652,1.37683e-05
5.287666,80.22012,9.855816,-4.610694,-0.1900439,-1.425101,99.96816,0.000372451,5.96693e-06
5.296,80.306,9.855851,-4.610876,-0.1900166,-1.425196,100.0255,0.000364863,-2.0116e-06
5.304332,80.39156,9.855868,-4.610719,-0.1899496,-1.424995,100.011,0.000362269,-1.0034e-05
5.312668,80.47632,9.855848,-4.610828,-0.1899138,-1.425026,99.99528,0.000360449,-1.7999e-05
5.321,80.56316,9.855819,-4.61121,-0.1899102,-1.425298,100.015,0.000359124,-2.6033e-05
5.329334,80.64616,9.855786,-4.611217,-0.1898626,-1.42524,99.95996,0.000362086,-3.4017e-05
5.337666,80.73432,9.855781,-4.611305,-0.1898243,-1.425254,100.0152,0.000370852,-4.2004e-05
5.346,80.8159,9.85578,-4.611204,-0.1897638,-1.425101,100.0195,0.000379075,-4.9867e-05
5.354334,80.8991,9.855744,-4.611548,-0.1897553,-1.425339,99.96899,0.00038507,-5.7583e-05
5.362666,80.98426,9.855744,-4.611782,-0.189734,-1.425479,100.0269,0.000393671,-6.5265e-05
5.371,81.06703,9.855728,-4.611936,-0.1897034,-1.42555,99.98184,0.000404265,-7.2761e-05
5.379334,81.155,9.855688,-4.612146,-0.1896795,-1.425671,100.0172,0.000416369,-8.0251e-05
5.387666,81.23774,9.855659,-4.612308,-0.1896498,-1.425748,100.0044,0.000426301,-8.7726e-05
5.396,81.3219,9.855678,-4.612488,-0.1896224,-1.425842,100.0204,0.000436934,-9.5146e-05
5.404332,81.41334,9.855681,-4.612822,-0.1896129,-1.426071,99.9842,0.00045124,-0.00010278
5.412666,81.49895,9.855689,-4.613382,-0.1896294,-1.426497,100.0211,0.000464728,-0.00011063
5.421,81.58342,9.855665,-4.613692,-0.189617,-1.426705,100.0399,0.000477068,-0.00011838
5.429332,81.66563,9.855634,-4.614138,-0.1896203,-1.427031,100.0559,0.000490761,-0.00012627
5.437668,81.75042,9.855637,-4.613943,-0.1895491,-1.426796,99.91922,0.000505392,-0.00013413
5.446,81.83961,9.855621,-4.613796,-0.1894832,-1.426602,99.99621,0.000518223,-0.00014183
5.454334,81.92645,9.855614,-4.61378,-0.1894324,-1.426524,99.98339,0.000531931,-0.00014966
5.462666,82.00707,9.855587,-4.613596,-0.1893623,-1.426298,100.0159,0.000541114,-0.0001574
5.471,82.09468,9.855569,-4.613497,-0.189302,-1.426147,99.98534,0.000551872,-0.00016524
5.479334,82.17765,9.855536,-4.613444,-0.1892471,-1.426036,99.97421,0.000559338,-0.00017286
5.487666,82.26372,9.855524,-4.613326,-0.1891849,-1.425868,100.0411,0.000562035,-0.00018007
5.496,82.34726,9.855506,-4.61307,-0.1891067,-1.42558,99.98345,0.000563614,-0.00018685
5.504334,82.43407,9.85552,-4.61312,-0.1890643,-1.42556,99.99692,0.000562153,-0.00019365
5.512666,82.52157,9.855538,-4.612958,-0.1889968,-1.425353,99.9809,0.000557175,-0.00020011
5.521,82.60447,9.855541,-4.613059,-0.1889597,-1.425376,100.0374,0.000551302,-0.00020687
5.529332,82.68915,9.855531,-4.613316,-0.1889414,-1.425539,100.0062,0.000545475,-0.00021338
5.537666,82.7782,9.855516,-4.613684,-0.1889358,-1.425797,99.96856,0.000538475,-0.0002197
5.546,82.86353,9.855516,-4.61429,-0.1889575,-1.426263,100.0307,0.000530549,-0.00022914
5.554332,82.94239,9.855504,-4.61452,-0.1889359,-1.426399,99.99586,0.000524183,-0.00023557
5.562668,83.03616,9.855514,-4.614292,-0.1888611,-1.426136,99.99988,0.000521281,-0.00024215
5.571,83.11574,9.855514,-4.614314,-0.1888151,-1.42609,99.99744,0.000520579,-0.00024898
5.579334,83.2027,9.855493,-4.614704,-0.188812,-1.426368,100.0012,0.00052005,-0.00025625
5.587666,83.28688,9.855468,-4.614914,-0.1887878,-1.426487,99.99875,0.000521598,-0.00026378
5.596,83.37528,9.855462,-4.615248,-0.188778,-1.426715,99.99869,0.000525192,-0.00027152
5.604334,83.45578,9.855484,-4.615477,-0.1887566,-1.426852,100.0076,0.000528969,-0.00027936
5.612666,83.54616,9.855494,-4.615618,-0.1887244,-1.426911,99.99641,0.000532025,-0.00028753
5.621,83.63106,9.855493,-4.615718,-0.1886875,-1.426934,100.024,0.000537193,-0.00029574
5.629334,83.717,9.855481,-4.615541,-0.1886187,-1.426715,99.97665,0.000545378,-0.00030406
5.637666,83.79938,9.855486,-4.615956,-0.1886184,-1.427014,100.0195,0.000555063,-0.00031237
5.646,83.8852,9.855491,-4.616724,-0.1886591,-1.427622,99.99047,0.000563944,-0.00032053
5.654332,83.97205,9.855478,-4.61722,-0.1886683,-1.427993,99.97813,0.000573551,-0.00032838
5.662666,84.0559,9.855499,-4.617537,-0.1886566,-1.428206,99.99045,0.000584275,-0.00033594
5.671,84.1396,9.855516,-4.618325,-0.1886996,-1.428833,100.0073,0.000596248,-0.00034333
5.679332,84.22606,9.855506,-4.618628,-0.1886866,-1.429034,99.99769,0.000610701,-0.0003506
5.687668,84.31574,9.855491,-4.618854,-0.1886642,-1.429167,99.99991,0.000626516,-0.00035783
5.696,84.40086,9.855474,-4.619088,-0.188643,-1.429308,100.0089,0.000641485,-0.00036495
5.704334,84.48491,9.855494,-4.61928,-0.1886169,-1.429411,99.98766,0.000649584,-0.0003717
5.712666,84.56994,9.855496,-4.619787,-0.1886275,-1.429791,99.97174,0.00065457,-0.00037843
5.721,84.65601,9.855491,-4.619998,-0.1886035,-1.429911,100.0067,0.000659847,-0.00038526
5.729334,84.74586,9.855478,-4.620264,-0.1885858,-1.43008,99.98249,0.000664786,-0.0003922
5.737666,84.82496,9.855509,-4.620834,-0.1886034,-1.430515,100.0172,0.000666226,-0.00039913
5.746,84.91314,9.85552,-4.621421,-0.1886229,-1.430965,99.99041,0.00066502,-0.00040585
5.754334,85.00235,9.855478,-4.621549,-0.188589,-1.431012,99.99462,0.000661148,-0.00041246
5.762666,85.08495,9.855469,-4.621959,-0.1885878,-1.431306,100.0214,0.000652806,-0.00041894
5.771,85.16851,9.855441,-4.622734,-0.188629,-1.43192,99.99431,0.000641795,-0.00042522
5.779332,85.25625,9.855428,-4.623444,-0.1886629,-1.432478,100.0201,0.000630056,-0.00043138
5.787666,85.34419,9.855368,-4.623902,-0.1886675,-1.432816,99.97651,0.000618182,-0.00043773
5.796,85.42496,9.855338,-4.624315,-0.1886668,-1.433113,100.0056,0.000603779,-0.00044386
5.804332,85.51009,9.855322,-4.624633,-0.1886553,-1.433326,99.99256,0.000587451,-0.0004498
5.812668,85.5987,9.855282,-4.625066,-0.1886574,-1.433642,100.0023,0.000569674,-0.00045598
5.821,85.6834,9.855212,-4.625284,-0.1886342,-1.433768,100.0001,0.00055241,-0.00046217
5.829334,85.76944,9.85517,-4.625444,-0.1886044,-1.433844,99.98481,0.0005352,-0.00046829
5.837666,85.85254,9.855199,-4.625492,-0.1885622,-1.433823,99.99699,0.000516618,-0.00047416
5.846,85.94049,9.855182,-4.625894,-0.1885602,-1.434109,100.0189,0.000499714,-0.00048005
5.854334,86.02282,9.855181,-4.626199,-0.1885472,-1.434312,99.97531,0.000482221,-0.00048602
5.862666,86.10961,9.855172,-4.626571,-0.188542,-1.434574,100.003,0.000463525,-0.00049218
5.871,86.19595,9.855211,-4.62706,-0.1885504,-1.434938,100.0165,0.000447302,-0.0004984
5.879334,86.28451,9.855242,-4.627542,-0.1885578,-1.435296,100.0195,0.000432482,-0.00050471
5.887666,86.36821,9.855222,-4.628148,-0.1885793,-1.435762,99.96262,0.000414886,-0.00051097
5.896,86.45382,9.855234,-4.628791,-0.1886052,-1.436262,100.0039,0.000395508,-0.000517
5.904332,86.53881,9.855228,-4.629176,-0.1886014,-1.436534,100.0153,0.000375631,-0.00052309
5.912666,86.62655,9.855224,-4.62965,-0.1886078,-1.436885,99.99288,0.000355594,-0.00052929
5.921,86.71269,9.855201,-4.630246,-0.1886282,-1.437343,100.0099,0.000337601,-0.0005359
5.929332,86.79493,9.855184,-4.630665,-0.1886284,-1.437645,99.99778,0.000319579,-0.00054251
5.937668,86.88293,9.855158,-4.63094,-0.1886118,-1.437822,100.01,0.00030259,-0.000549
5.946,86.97022,9.855172,-4.631381,-0.188614,-1.438143,99.99019,0.000284913,-0.00055534
5.954334,87.05322,9.855136,-4.6319,-0.1886254,-1.438532,100.0301,0.0002672,-0.00056141
5.962666,87.14174,9.855134,-4.632313,-0.188625,-1.438831,99.93512,0.000251026,-0.00056712
5.971,87.22684,9.855157,-4.632604,-0.1886102,-1.439021,100.0334,0.000237831,-0.00057265
5.979334,87.3128,9.855165,-4.632794,-0.1885838,-1.439122,99.95549,0.000225864,-0.00057817
5.987666,87.3992,9.855195,-4.633242,-0.1885871,-1.43945,100.0619,0.000215614,-0.00058359
5.996,87.49081,9.855243,-4.63357,-0.1885764,-1.439672,100.0197,0.000206264,-0.00058904
6.004334,87.57358,9.855238,-4.634097,-0.1885885,-1.440069,100.0082,0.000195034,-0.00059406
6.012666,87.65224,9.855249,-4.634444,-0.1885802,-1.440308,99.97238,0.000181723,-0.00059877
6.021,87.73778,9.855255,-4.635024,-0.1885989,-1.440752,100.027,0.000168438,-0.00060336
6.029332,87.8186,9.855254,-4.635288,-0.1885814,-1.440919,99.9717,0.000157747,-0.00060784
6.037666,87.90731,9.855295,-4.635802,-0.1885926,-1.441305,100.0244,0.000148322,-0.00061251
6.046,87.99243,9.855276,-4.636087,-0.1885776,-1.441492,100.0058,0.000139751,-0.00061745
6.054332,88.07732,9.855278,-4.636697,-0.1886,-1.441962,99.9977,0.000130539,-0.00062215
6.062668,88.16518,9.855295,-4.637512,-0.1886456,-1.442611,99.98599,0.000119685,-0.00062665
6.071,88.25074,9.855298,-4.638246,-0.188682,-1.44319,100.0147,0.00010788,-0.00063108
6.079334,88.33397,9.855289,-4.639067,-0.1887287,-1.443846,99.99666,9.57035e-05,-0.00063529
6.087666,88.42038,9.855303,-4.63974,-0.1887586,-1.444372,99.98594,8.36529e-05,-0.00063952
6.096,88.50579,9.855328,-4.640519,-0.1888002,-1.444991,100.0186,7.21633e-05,-0.00064401
6.104334,88.59098,9.855345,-4.641363,-0.1888489,-1.445666,99.9993,6.06649e-05,-0.00064844
6.112666,88.6767,9.855341,-4.642176,-0.1888942,-1.446314,100.0215,4.90891e-05,-0.00065288
6.121,88.76164,9.85532,-4.64297,-0.1889372,-1.446945,99.96269,3.92626e-05,-0.00065705
6.129334,88.85254,9.855332,-4.643764,-0.1889799,-1.447576,100.0166,2.9344e-05,-0.00066117
6.137666,88.93532,9.855318,-4.644144,-0.1889755,-1.447845,99.98022,1.80648e-05,-0.0006655
6.146,89.01972,9.855288,-4.64452,-0.1889706,-1.44811,100.0247,7.96044e-06,-0.00066995
6.154332,89.10336,9.855251,-4.645098,-0.1889891,-1.448553,99.98048,4.57859e-07,-0.00067433
6.162666,89.18959,9.855194,-4.645649,-0.1890042,-1.44897,99.98925,-4.2748e-06,-0.00067912
6.171,89.27469,9.855157,-4.646319,-0.1890329,-1.449493,100.025,-5.2053e-06,-0.00068395
6.179332,89.36303,9.855116,-4.647006,-0.1890635,-1.45003,100.0109,-2.5367e-06,-0.00068852
6.187668,89.44844,9.85515,-4.647234,-0.1890416,-1.450165,100.06,2.99336e-06,-0.00069306
6.196,89.53184,9.855181,-4.647814,-0.1890601,-1.450609,99.93334,8.08836e-06,-0.00069738
6.204334,89.62019,9.855175,-4.6484,-0.1890792,-1.451059,100.0474,1.197e-05,-0.0007016
6.212666,89.70558,9.855144,-4.649021,-0.1891022,-1.451538,99.94819,1.65463e-05,-0.00070562
6.221,89.78549,9.855136,-4.65002,-0.1891686,-1.452349,99.97809,2.3268e-05,-0.00070943
6.229334,89.87641,9.855134,-4.65082,-0.1892125,-1.452986,100.0082,2.80614e-05,-0.00071314
6.237666,89.95892,9.855141,-4.651446,-0.1892359,-1.45347,99.98889,2.59181e-05,-0.00071686
6.246,90.04542,9.855176,-4.65197,-0.189248,-1.453866,99.99332,2.07625e-05,-0.00072024
6.254334,90.12984,9.855218,-4.652412,-0.1892506,-1.454188,100.0162,1.17715e-05,-0.00072334
6.262666,90.21449,9.855249,-4.652748,-0.1892412,-1.454418,100.0094,1.62115e-06,-0.00072658
6.271,90.30243,9.855234,-4.65348,-0.1892771,-1.454995,99.97492,-1.2679e-05,-0.00073078
6.279332,90.38616,9.855219,-4.654033,-0.1892924,-1.455415,100.0296,-2.6992e-05,-0.00073419
6.287666,90.46739,9.855225,-4.654429,-0.18929,-1.455698,99.96797,-3.3756e-05,-0.00073683
6.296,90.55525,9.855251,-4.65517,-0.189327,-1.456283,100.0003,-4.3913e-05,-0.00074027
6.304332,90.64101,9.855281,-4.655817,-0.1893532,-1.456786,100.0025,-5.4967e-05,-0.00074454
6.312668,90.72258,9.855298,-4.656422,-0.1893747,-1.457253,99.98994,-5.5231e-05,-0.00074785
6.321,90.80741,9.855319,-4.656858,-0.1893771,-1.45757,99.97562,-4.8453e-05,-0.00075091
6.329334,90.89528,9.855316,-4.657498,-0.1894025,-1.458066,100.0296,-4.1106e-05,-0.0007536
6.337666,90.97799,9.855319,-4.657994,-0.1894117,-1.458438,100.006,-3.3087e-05,-0.00075626
6.346,91.06294,9.855342,-4.658842,-0.1894609,-1.459117,100.0166,-2.6786e-05,-0.00075871
6.354334,91.14789,9.855328,-4.659614,-0.1895015,-1.459729,99.97389,-2.0041e-05,-0.00076127
6.362666,91.23285,9.85533,-4.66035,-0.189538,-1.460311,100.0296,-1.301e-05,-0.00076355
6.371,91.31692,9.855359,-4.661225,-0.1895902,-1.461014,99.99078,-9.6946e-06,-0.00076598
6.379334,91.40314,9.855401,-4.661646,-0.1895908,-1.461318,100.0162,-4.9246e-06,-0.00076814
6.387666,91.48407,9.855401,-4.662034,-0.1895878,-1.461595,100.0018,2.00248e-07,-0.00077047
6.396,91.57741,9.855401,-4.662484,-0.1895916,-1.461926,99.98106,5.48266e-06,-0.00077305
6.404334,91.65405,9.855401,-4.663269,-0.1896333,-1.462549,99.98038,1.15322e-05,-0.00077555
6.412668,91.74422,9.855405,-4.664038,-0.1896734,-1.463159,100.0323,1.77943e-05,-0.00077807
6.421,91.83165,9.855401,-4.664943,-0.1897288,-1.463888,99.97824,2.28051e-05,-0.00078075
6.429334,91.91497,9.855387,-4.665593,-0.1897552,-1.464394,100.0234,3.06154e-05,-0.00078322
6.437668,91.99744,9.855418,-4.666244,-0.1897815,-1.464899,99.99944,3.86622e-05,-0.00078528
6.446,92.08102,9.855411,-4.66667,-0.1897827,-1.465209,99.98478,4.79646e-05,-0.00078724
6.454334,92.16838,9.855399,-4.667045,-0.1897778,-1.465473,100.021,5.8969e-05,-0.00078897
6.462666,92.25174,9.855372,-4.667756,-0.1898112,-1.466033,99.99053,6.79685e-05,-0.00079072
6.471,92.33641,9.855376,-4.668598,-0.1898596,-1.466706,100.0339,7.67065e-05,-0.00079217
6.479334,92.41876,9.855362,-4.669674,-0.1899344,-1.467586,99.9668,8.53951e-05,-0.00079321
6.487666,92.50519,9.855347,-4.67048,-0.1899785,-1.468228,100.0104,9.31243e-05,-0.00079422
6.496,92.59571,9.855361,-4.670998,-0.1899899,-1.468618,99.99274,0.000103042,-0.0007952
6.504334,92.67322,9.85538,-4.671438,-0.1899927,-1.46894,100.0467,0.000115211,-0.00079593
6.512666,92.75953,9.855368,-4.672056,-0.1900158,-1.469418,99.95578,0.00012558,-0.00079671
6.521,92.84735,9.855332,-4.67262,-0.1900325,-1.469848,99.98087,0.000135215,-0.00079732
6.529334,92.93409,9.855319,-4.673429,-0.1900766,-1.470492,100.0209,0.000141728,-0.00079776
6.537668,93.02209,9.855312,-4.674188,-0.1901152,-1.471094,99.99556,0.000145761,-0.00079789
6.546,93.10578,9.855321,-4.674942,-0.190153,-1.47169,99.97832,0.000148495,-0.00079782
6.554334,93.18985,9.85533,-4.67579,-0.1902014,-1.472368,100.0234,0.000149912,-0.00079766
6.562668,93.27726,9.85536,-4.676298,-0.1902114,-1.47275,99.99949,0.000148103,-0.00079752
6.571,93.36194,9.855399,-4.67673,-0.1902125,-1.473064,100.005,0.000145235,-0.00079735
6.579334,93.44384,9.855409,-4.677694,-0.190274,-1.473843,99.96216,0.000142576,-0.00079721
6.587666,93.52839,9.855378,-4.678719,-0.1903426,-1.474677,100.0217,0.000138686,-0.00079706
6.596,93.61449,9.855376,-4.679448,-0.1903775,-1.475252,99.98168,0.000136001,-0.00079676
6.604334,93.69632,9.855351,-4.680374,-0.1904349,-1.475999,99.97541,0.000133476,-0.00079658
6.612666,93.7825,9.855338,-4.681246,-0.1904863,-1.4767,100.0195,0.000133353,-0.00079654
6.621,93.86372,9.855341,-4.68226,-0.1905538,-1.477525,99.99551,0.000135228,-0.00079656
6.629334,93.95288,9.85535,-4.68305,-0.1905961,-1.478153,99.98974,0.000136655,-0.00079647
6.637666,94.03864,9.855344,-4.683744,-0.1906273,-1.478698,100.0148,0.000138181,-0.00079614
6.646,94.12122,9.855269,-4.68461,-0.1906781,-1.479393,100.0207,0.000141649,-0.00079568
6.654334,94.20409,9.855194,-4.685658,-0.1907496,-1.480248,99.98928,0.000147958,-0.00079508
6.662668,94.29164,9.855101,-4.686222,-0.1907663,-1.480679,99.99461,0.000156224,-0.00079431
6.671,94.37407,9.855048,-4.686689,-0.1907718,-1.481024,100.0239,0.000169196,-0.00079361
6.679334,94.45962,9.855012,-4.687603,-0.190828,-1.481761,99.9716,0.000185256,-0.00079298
6.687668,94.54244,9.854999,-4.688172,-0.1908451,-1.482196,100.0004,0.000201572,-0.00079221
6.696,94.6296,9.854999,-4.6886,-0.1908462,-1.482506,100.0089,0.000218748,-0.00079132
6.704334,94.71353,9.854972,-4.689098,-0.1908554,-1.48288,99.99012,0.000238973,-0.0007903
6.712666,94.79809,9.854953,-4.689843,-0.1908921,-1.483468,99.99969,0.000263384,-0.00078928
6.721,94.88129,9.854968,-4.690272,-0.1908937,-1.483781,99.97719,0.00029028,-0.00078839
6.729334,94.96418,9.855048,-4.690647,-0.190889,-1.484046,100.0525,0.000318022,-0.00078752
6.737666,95.05176,9.855132,-4.691006,-0.1908825,-1.484297,99.99781,0.000345531,-0.00078674
6.746,95.13113,9.85521,-4.69152,-0.1908937,-1.484684,100.0037,0.000370047,-0.00078588
6.754334,95.22181,9.855265,-4.692341,-0.1909392,-1.48534,100.0115,0.000390726,-0.00078477
6.762666,95.3022,9.855299,-4.692766,-0.1909401,-1.485648,99.95856,0.000400597,-0.0007835
6.771,95.38614,9.855348,-4.69353,-0.1909793,-1.486254,100.019,0.000418045,-0.00078193
6.779334,95.47101,9.855366,-4.69446,-0.1910371,-1.487006,99.98286,0.000444872,-0.00078004
6.787668,95.5553,9.855368,-4.695126,-0.1910653,-1.487526,99.99691,0.000460331,-0.00077833
6.796,95.63666,9.855345,-4.695757,-0.1910897,-1.488016,100.0202,0.000465241,-0.00077709
6.804334,95.72004,9.855301,-4.696484,-0.191125,-1.48859,100.0967,0.000474205,-0.00077562
6.812668,95.80519,9.85525,-4.697058,-0.1911429,-1.489029,99.94465,0.000481364,-0.00077424
6.821,95.88974,9.855216,-4.697584,-0.1911554,-1.489426,99.99572,0.000486114,-0.0007726
6.829334,95.9727,9.855188,-4.698328,-0.1911925,-1.490016,100.0011,0.000490779,-0.00077099
6.837666,96.05603,9.855197,-4.698884,-0.1912086,-1.49044,99.96709,0.000495937,-0.00076916
6.846,96.1377,9.85521,-4.699774,-0.1912623,-1.491157,99.97366,0.00049781,-0.00076748
6.854334,96.22276,9.855205,-4.70032,-0.1912773,-1.491573,99.98402,0.000500067,-0.00076591
6.862666,96.30566,9.855214,-4.70119,-0.1913286,-1.492272,100.0704,0.000503621,-0.00076424
6.871,96.39392,9.855203,-4.701708,-0.1913402,-1.492662,100.006,0.000507008,-0.00076286
6.879334,96.47806,9.855194,-4.702393,-0.1913706,-1.4932,99.97738,0.000503717,-0.00076057
6.887666,96.55731,9.855188,-4.703301,-0.1914259,-1.493932,99.99926,0.000505255,-0.00075963
6.896,96.64416,9.855172,-4.704209,-0.1914812,-1.494664,99.99744,0.000502229,-0.00075657
6.904334,96.73059,9.85517,-4.705006,-0.1915244,-1.4953,99.95559,0.000501018,-0.00075439
6.912668,96.81264,9.855191,-4.705872,-0.1915748,-1.495995,100.0252,0.000497864,-0.00075224
6.921,96.89442,9.855191,-4.706631,-0.1916135,-1.496598,99.98938,0.000495619,-0.00075014
6.929334,96.97871,9.855186,-4.70703,-0.1916116,-1.496883,100.0187,0.000497738,-0.0007481
6.937668,97.06353,9.855176,-4.707553,-0.1916237,-1.497279,100.0094,0.000495246,-0.00074605
6.946,97.14386,9.85517,-4.70787,-0.1916125,-1.497493,100.0218,0.000492856,-0.00074489
6.954334,97.22876,9.855184,-4.708554,-0.191643,-1.49803,99.97661,0.000489438,-0.00074115
6.962666,97.31455,9.855189,-4.709202,-0.1916691,-1.498534,100.017,0.000491613,-0.00073822
6.971,97.39624,9.855186,-4.709488,-0.1916547,-1.498721,99.97265,0.000492862,-0.00073525
6.979334,97.47629,9.855176,-4.710062,-0.191673,-1.499162,99.98775,0.000491431,-0.00073372
6.987666,97.56337,9.855132,-4.710898,-0.1917208,-1.499832,100.011,0.000490154,-0.00072917
6.996,97.64655,9.85507,-4.711372,-0.1917284,-1.500184,100.0333,0.000488878,-0.00072594
7.004334,97.7248,9.855059,-4.712078,-0.1917624,-1.50074,100.0073,0.000485689,-0.00072442
7.012666,97.81019,9.855062,-4.71268,-0.1917853,-1.501206,99.99769,0.000473438,-0.00071897
7.021,97.89631,9.855081,-4.713328,-0.1918134,-1.50171,99.98218,0.000466151,-0.00071545
7.029334,97.98078,9.855101,-4.713766,-0.1918182,-1.502031,99.96144,0.000459056,-0.00071198
7.037668,98.06281,9.855144,-4.714304,-0.1918347,-1.502439,100.0051,0.000451509,-0.0007084
7.046,98.14879,9.855163,-4.714731,-0.1918392,-1.502751,100.0229,0.000444832,-0.00070496
7.054334,98.2379,9.855197,-4.715378,-0.1918684,-1.503255,99.99184,0.000439993,-0.00070157
