Time (min),Temperature (°C),Weight (mg),Heat Flow (mW),Temperature Difference (°C),Temperature Difference (µV),Sample Purge Flow (mL/min),Deriv. Weight (%/°C),Deriv. Heat Flow (W/(g·°C))
24.63766,274.0704,8.325484,-6.843139,-0.3481011,-3.482785,100.0135,0.4798082,-0.0023278
24.646,274.1508,8.321647,-6.844988,-0.3482744,-3.484769,99.99281,0.481301,-0.0023471
24.65434,274.2353,8.317832,-6.846966,-0.3484558,-3.486835,99.99598,0.4828124,-0.0023668
24.66266,274.3178,8.314032,-6.848793,-0.348626,-3.488789,100.0126,0.48433,-0.002387
24.671,274.4042,8.310184,-6.850538,-0.3487874,-3.490654,99.98137,0.485906,-0.0024078
24.67934,274.4822,8.30631,-6.852554,-0.3489758,-3.492791,99.99941,0.4874766,-0.0024289
24.68766,274.5654,8.302416,-6.854442,-0.3491504,-3.494788,99.98225,0.4890834,-0.0024506
24.696,274.649,8.298485,-6.856434,-0.3493333,-3.49687,100.0198,0.490707,-0.0024728
24.70434,274.7349,8.294549,-6.858931,-0.3495563,-3.499353,99.99556,0.4923762,-0.0024958
24.71267,274.818,8.290616,-6.86097,-0.3497434,-3.501479,100.0277,0.4940426,-0.0025186
24.721,274.8994,8.28664,-6.862822,-0.349916,-3.503458,99.98566,0.4957458,-0.0025414
24.72934,274.9844,8.282647,-6.864588,-0.3500796,-3.505347,99.99954,0.4974902,-0.002565
24.73767,275.0682,8.278632,-6.8664,-0.350248,-3.507285,99.99492,0.4992642,-0.0025891
24.746,275.1474,8.274618,-6.868313,-0.350427,-3.509329,100.0011,0.5010522,-0.0026133
24.75434,275.232,8.270609,-6.870309,-0.3506093,-3.511406,99.99499,0.502875,-0.0026383
24.76266,275.3147,8.26656,-6.872082,-0.3507747,-3.513313,100.0049,0.5047446,-0.0026636
24.771,275.398,8.262506,-6.874311,-0.350977,-3.515592,99.98622,0.506648,-0.0026894
24.77934,275.4826,8.258462,-6.876637,-0.3511865,-3.517943,100.0148,0.5085886,-0.0027157
24.78766,275.5638,8.254384,-6.878488,-0.3513591,-3.519925,100.0056,0.5105219,-0.0027422
24.796,275.6444,8.250272,-6.880644,-0.3515566,-3.522154,99.99637,0.5124992,-0.0027692
24.80434,275.7278,8.246192,-6.883194,-0.3517844,-3.52469,99.97962,0.5145422,-0.0027969
24.81266,275.8097,8.242093,-6.885588,-0.3520005,-3.527106,100.007,0.5165762,-0.0028248
24.821,275.8955,8.23797,-6.887942,-0.352211,-3.529466,100.0066,0.5186753,-0.0028532
24.82934,275.9764,8.233811,-6.890196,-0.352416,-3.531774,100.0128,0.5207981,-0.0028819
24.83767,276.0608,8.229662,-6.89285,-0.3526519,-3.534389,100.0207,0.5229347,-0.0029108
24.846,276.1422,8.2255,-6.895255,-0.3528691,-3.536818,99.99303,0.5251261,-0.0029405
24.85434,276.2288,8.22129,-6.897095,-0.3530372,-3.538756,99.96684,0.5273554,-0.0029706
24.86267,276.3119,8.217038,-6.899075,-0.353219,-3.540831,100.0103,0.529605,-0.0030011
24.871,276.3931,8.21277,-6.901242,-0.3534167,-3.543066,100.013,0.5318889,-0.0030317
24.87934,276.4759,8.2085,-6.903581,-0.353628,-3.545438,99.98905,0.534197,-0.0030626
24.88766,276.56,8.204191,-6.905972,-0.3538424,-3.547842,99.99966,0.5365734,-0.0030942
24.896,276.6424,8.199878,-6.90857,-0.354075,-3.550428,99.99999,0.5389612,-0.0031258
24.90434,276.7282,8.19553,-6.91105,-0.3542956,-3.552896,100.0,0.5413876,-0.0031577
24.91266,276.8104,8.191157,-6.913832,-0.3545433,-3.555635,99.98606,0.54384,-0.00319
24.921,276.8958,8.18676,-6.916095,-0.3547466,-3.55793,100.0097,0.5463467,-0.003223
24.92934,276.9794,8.182349,-6.918581,-0.3549694,-3.560422,100.0041,0.548855,-0.0032555
24.93766,277.0626,8.177908,-6.921345,-0.3552151,-3.563144,100.0204,0.5514284,-0.0032882
24.946,277.1429,8.173462,-6.924166,-0.3554666,-3.56592,100.0006,0.5540418,-0.0033213
24.95434,277.2269,8.16901,-6.927344,-0.3557448,-3.568967,99.94809,0.5566632,-0.0033543
24.96267,277.3098,8.16452,-6.930312,-0.356007,-3.571854,100.0224,0.5593377,-0.0033879
24.971,277.3964,8.159986,-6.932856,-0.3562322,-3.574372,100.0083,0.5620628,-0.0034216
24.97934,277.4831,8.155426,-6.935519,-0.3564674,-3.576989,100.0066,0.5648033,-0.0034554
24.98767,277.5647,8.15087,-6.938216,-0.3567088,-3.579666,100.0129,0.5675739,-0.0034894
24.996,277.649,8.146322,-6.94071,-0.3569319,-3.58216,100.0118,0.5704039,-0.0035238
25.00434,277.7291,8.141732,-6.943282,-0.3571642,-3.584743,99.95222,0.5732316,-0.003558
25.01266,277.814,8.137109,-6.94599,-0.3574044,-3.587404,100.0466,0.5761262,-0.0035924
25.021,277.8961,8.132495,-6.948865,-0.3576598,-3.590215,99.98118,0.579042,-0.003627
25.02934,277.9797,8.127868,-6.951486,-0.3578942,-3.592815,99.98426,0.581993,-0.0036618
25.03766,278.0617,8.123182,-6.954053,-0.3581253,-3.59538,100.0033,0.5849588,-0.0036966
25.046,278.1494,8.118478,-6.957122,-0.3583938,-3.59832,99.97602,0.5879993,-0.0037318
25.05434,278.2299,8.113774,-6.96034,-0.358679,-3.601425,100.0499,0.5910682,-0.0037668
25.06266,278.3102,8.109063,-6.963437,-0.3589538,-3.604422,99.97874,0.5941572,-0.0038016
25.071,278.3958,8.10434,-6.966855,-0.3592516,-3.607652,99.98668,0.5973048,-0.0038365
25.07934,278.477,8.099556,-6.969937,-0.3595246,-3.610633,100.0491,0.60048,-0.003871
25.08767,278.5639,8.09474,-6.97329,-0.3598164,-3.613804,99.94702,0.6037088,-0.0039053
25.096,278.6441,8.089914,-6.976755,-0.360121,-3.617102,99.9882,0.606971,-0.0039395
25.10434,278.726,8.085046,-6.979975,-0.360405,-3.620194,100.0173,0.6102698,-0.0039731
25.11267,278.8104,8.08014,-6.983371,-0.3607013,-3.62341,99.99298,0.6136093,-0.0040068
25.121,278.8931,8.075232,-6.986394,-0.3609686,-3.626336,100.015,0.617003,-0.0040402
25.12934,278.975,8.0703,-6.989549,-0.3612466,-3.629368,99.99413,0.6204372,-0.0040732
25.13766,279.06,8.06536,-6.992839,-0.3615337,-3.632492,99.97449,0.6238819,-0.0041058
25.146,279.1416,8.060372,-6.996113,-0.3618219,-3.63563,100.0321,0.6273528,-0.004138
25.15434,279.2248,8.055342,-6.999491,-0.362117,-3.638837,99.99468,0.6308989,-0.0041701
25.16266,279.3088,8.050299,-7.003061,-0.3624275,-3.642197,99.99982,0.6344747,-0.0042018
25.171,279.3898,8.045234,-7.006568,-0.3627344,-3.645522,100.0406,0.6380811,-0.004233
25.17934,279.4744,8.040156,-7.010113,-0.3630422,-3.648856,99.94549,0.6417234,-0.0042638
25.18766,279.5594,8.035053,-7.013816,-0.3633625,-3.652317,100.0122,0.6454126,-0.0042946
25.196,279.6416,8.029905,-7.017585,-0.3636902,-3.655853,100.0574,0.6491339,-0.0043248
25.20434,279.7229,8.024728,-7.021518,-0.3640309,-3.659521,99.95232,0.6529099,-0.0043546
25.21267,279.8076,8.019524,-7.025009,-0.3643343,-3.662814,99.97703,0.6567312,-0.0043844
25.221,279.8908,8.014269,-7.02834,-0.3646256,-3.665985,99.97397,0.6605716,-0.0044138
25.22934,279.9732,8.008988,-7.032218,-0.3649614,-3.669605,100.0498,0.6644708,-0.0044429
25.23767,280.0544,8.003676,-7.035868,-0.3652792,-3.673044,99.98762,0.6684225,-0.0044714
25.246,280.1385,7.99834,-7.039592,-0.3656012,-3.676523,99.97174,0.6723862,-0.0044993
25.25434,280.2219,7.992941,-7.043472,-0.3659363,-3.680137,100.0434,0.676445,-0.0045272
25.26266,280.3061,7.98752,-7.047295,-0.3662664,-3.6837,99.97222,0.6805515,-0.0045549
25.271,280.3845,7.98206,-7.051238,-0.3666092,-3.687391,100.0143,0.6846658,-0.0045817
25.27934,280.4663,7.976592,-7.055292,-0.3669586,-3.691147,100.0067,0.6888765,-0.0046084
25.28766,280.5519,7.971093,-7.059488,-0.3673172,-3.695,100.0027,0.6931207,-0.004635
25.296,280.637,7.96554,-7.063656,-0.3676739,-3.69883,99.99501,0.6974169,-0.0046609
25.30434,280.715,7.959974,-7.067761,-0.3680297,-3.702654,99.99478,0.7017568,-0.0046863
25.31266,280.7998,7.954345,-7.071862,-0.3683808,-3.706429,100.0074,0.7061866,-0.0047119
25.321,280.8818,7.948675,-7.075915,-0.3687297,-3.710185,99.97236,0.7106569,-0.0047371
25.32934,280.9628,7.942956,-7.080253,-0.3691022,-3.714176,100.0168,0.715188,-0.0047621
25.33767,281.0493,7.93723,-7.084458,-0.3694602,-3.718024,100.0056,0.719804,-0.0047867
25.346,281.1287,7.93144,-7.088765,-0.3698309,-3.721998,99.99511,0.7244529,-0.0048113
25.35434,281.2129,7.925605,-7.092982,-0.3701914,-3.725871,100.0062,0.7291656,-0.0048361
25.36267,281.2963,7.919759,-7.097142,-0.3705476,-3.729704,99.99391,0.7339313,-0.0048604
25.371,281.3795,7.913876,-7.101282,-0.3709027,-3.733523,99.99981,0.738772,-0.004884
25.37934,281.466,7.907954,-7.105489,-0.3712607,-3.737374,99.99999,0.7437035,-0.0049074
25.38766,281.544,7.90198,-7.109853,-0.3716368,-3.741406,99.98986,0.748685,-0.0049305
25.396,281.6276,7.895989,-7.114036,-0.3719947,-3.745256,100.0199,0.75375,-0.0049534
25.40434,281.7119,7.889952,-7.118446,-0.3723702,-3.749284,99.99936,0.7589251,-0.0049768
25.41266,281.7966,7.883891,-7.122632,-0.3727279,-3.753134,99.99744,0.7641296,-0.0049998
25.421,281.8764,7.877825,-7.127024,-0.3731046,-3.757175,100.0177,0.769397,-0.0050233
25.42934,281.9615,7.871704,-7.131178,-0.3734592,-3.760994,99.98666,0.7747813,-0.0050467
25.43766,282.0415,7.865571,-7.135384,-0.3738209,-3.764886,99.99959,0.7802161,-0.0050698
25.446,282.124,7.859366,-7.139776,-0.3741956,-3.768909,99.99999,0.785743,-0.0050935
25.45434,282.209,7.853108,-7.144056,-0.37456,-3.772828,100.0203,0.7913928,-0.0051178
25.46267,282.29,7.846804,-7.148453,-0.3749359,-3.776861,99.95249,0.7971085,-0.0051432
25.471,282.3724,7.840469,-7.152788,-0.3753057,-3.780835,100.0137,0.8029225,-0.0051696
25.47934,282.4572,7.834075,-7.157349,-0.3756922,-3.784978,100.008,0.8088131,-0.0051964
25.48767,282.5422,7.827662,-7.161905,-0.3760784,-3.789119,99.98251,0.8147775,-0.0052239
25.496,282.6222,7.821197,-7.166424,-0.3764644,-3.793258,100.0438,0.8208275,-0.0052524
25.50434,282.7066,7.814691,-7.170989,-0.3768513,-3.797406,99.97475,0.82701,-0.0052822
25.51266,282.7884,7.80813,-7.175621,-0.3772451,-3.801624,99.9992,0.8332968,-0.0053131
25.521,282.8717,7.801519,-7.180237,-0.3776367,-3.805822,99.9911,0.8396598,-0.0053452
25.52934,282.9548,7.794853,-7.184674,-0.3780141,-3.809877,100.0339,0.8461231,-0.0053786
25.53766,283.0411,7.788164,-7.189158,-0.3783931,-3.813949,100.0023,0.8527228,-0.0054139
25.546,283.1224,7.781437,-7.194,-0.3788042,-3.818344,99.95699,0.8594158,-0.0054502
25.55434,283.2039,7.77466,-7.19862,-0.3791972,-3.822558,99.99866,0.8661758,-0.0054881
25.56266,283.2878,7.767859,-7.20285,-0.3795572,-3.82644,100.0266,0.8730536,-0.005528
25.571,283.3699,7.760999,-7.207226,-0.3799296,-3.830447,99.96539,0.8800559,-0.0055702
25.57934,283.4524,7.754087,-7.211808,-0.3803184,-3.83462,99.99889,0.8871402,-0.0056146
25.58767,283.5352,7.747094,-7.216328,-0.3807019,-3.838739,100.0304,0.8943318,-0.0056613
25.596,283.6186,7.740111,-7.220759,-0.381078,-3.842784,100.0212,0.9016163,-0.0057105
25.60434,283.7005,7.733042,-7.225082,-0.381446,-3.846748,99.97531,0.9090059,-0.0057625
25.61267,283.7847,7.725944,-7.229688,-0.3818352,-3.850928,99.97901,0.9165399,-0.0058174
25.621,283.8664,7.718778,-7.234402,-0.3822342,-3.855206,100.0336,0.9241095,-0.0058746
25.62934,283.946,7.711568,-7.238574,-0.3825911,-3.859058,99.98076,0.9317722,-0.0059342
25.63767,284.0344,7.7043,-7.243244,-0.3829824,-3.863258,100.0108,0.939602,-0.0059971
25.646,284.119,7.696996,-7.24803,-0.3833854,-3.867578,99.99906,0.9475102,-0.0060629
25.65434,284.2002,7.689637,-7.252495,-0.383765,-3.871662,100.0012,0.9554888,-0.0061314
25.66266,284.2822,7.682228,-7.256806,-0.3841313,-3.875613,99.9975,0.9635724,-0.006203
25.671,284.3665,7.674782,-7.260928,-0.3844814,-3.879402,100.0024,0.9717422,-0.0062779
25.67934,284.447,7.66725,-7.265128,-0.3848396,-3.883272,99.99881,0.979989,-0.0063555
25.68766,284.5315,7.659694,-7.269559,-0.3852139,-3.887305,99.99616,0.9883386,-0.0064365
25.696,284.6165,7.652068,-7.273803,-0.3855728,-3.891183,100.0062,0.9967766,-0.0065209
25.70434,284.6984,7.644409,-7.278049,-0.385934,-3.895087,99.98879,1.005251,-0.0066079
25.71267,284.7789,7.63667,-7.28234,-0.3862996,-3.899033,99.97686,1.013807,-0.0066986
25.721,284.8628,7.628882,-7.286485,-0.3866511,-3.902838,99.99674,1.022475,-0.0067932
25.72934,284.9472,7.620999,-7.290751,-0.3870115,-3.906732,100.0506,1.031176,-0.0068902
25.73767,285.0253,7.61305,-7.294882,-0.3873651,-3.910559,99.98384,1.039887,-0.0069894
25.746,285.113,7.60502,-7.299254,-0.3877317,-3.914518,99.98051,1.048757,-0.0070926
25.75434,285.1951,7.596906,-7.303816,-0.3881172,-3.918666,100.0007,1.057645,-0.0071983
25.76267,285.2744,7.588726,-7.308461,-0.388511,-3.9229,100.0152,1.066539,-0.007306
25.771,285.3619,7.5805,-7.31298,-0.3888893,-3.926979,99.97768,1.075504,-0.0074168
25.77934,285.4411,7.57218,-7.317389,-0.389264,-3.93102,100.0322,1.084504,-0.0075297
25.78766,285.5249,7.56377,-7.322007,-0.3896522,-3.935198,99.99087,1.093572,-0.0076452
25.796,285.6086,7.555272,-7.326506,-0.390031,-3.939282,100.0073,1.10267,-0.0077629
25.80434,285.6939,7.5467,-7.331012,-0.3904094,-3.943365,99.99264,1.111764,-0.0078825
25.81266,285.7742,7.538064,-7.335706,-0.390806,-3.94763,100.0086,1.120873,-0.0080039
25.821,285.8596,7.52935,-7.340307,-0.3911918,-3.951788,99.99901,1.130016,-0.0081275
25.82934,285.9392,7.520544,-7.34481,-0.3915735,-3.955904,99.99621,1.139129,-0.0082523
25.83767,286.0225,7.51162,-7.349376,-0.3919575,-3.960042,99.99101,1.148302,-0.0083791
25.846,286.103,7.502609,-7.354048,-0.3923517,-3.964285,99.98451,1.157426,-0.0085068
25.85434,286.1902,7.493476,-7.359236,-0.3927826,-3.9689,100.0325,1.166588,-0.0086362
25.86267,286.2745,7.484265,-7.364214,-0.3931987,-3.973366,99.98072,1.175718,-0.0087665
25.871,286.3561,7.474951,-7.36884,-0.3935886,-3.977568,99.97406,1.184838,-0.0088977
25.87934,286.4389,7.465553,-7.373768,-0.3940014,-3.982003,99.99538,1.193919,-0.0090294
25.88767,286.5202,7.456015,-7.37877,-0.394421,-3.986505,100.0315,1.202912,-0.0091611
25.896,286.6045,7.446368,-7.383892,-0.394848,-3.991083,99.97566,1.211926,-0.0092936
25.90434,286.6837,7.436584,-7.3894,-0.3953088,-3.996002,100.0157,1.220874,-0.0094257
25.91266,286.7694,7.426709,-7.394919,-0.3957662,-4.000889,99.99921,1.229785,-0.0095577
25.921,286.8552,7.416786,-7.400674,-0.3962426,-4.005969,100.019,1.238615,-0.0096891
25.92934,286.936,7.406745,-7.406289,-0.3967113,-4.010971,100.0044,1.247364,-0.0098197
25.93766,287.0186,7.396576,-7.411801,-0.3971702,-4.015875,100.0065,1.256016,-0.0099494
25.946,287.1014,7.386287,-7.41788,-0.3976736,-4.02123,99.99005,1.264607,-0.01007812
25.95434,287.1832,7.375872,-7.424175,-0.3981948,-4.026764,100.0352,1.273114,-0.01020556
25.96267,287.2654,7.365347,-7.431166,-0.3987708,-4.032853,99.95038,1.281512,-0.01033133
25.971,287.348,7.354718,-7.438324,-0.3993599,-4.039075,99.99464,1.289818,-0.01045554
25.97934,287.433,7.343955,-7.445261,-0.3999298,-4.045105,100.0201,1.298048,-0.01057816
25.98767,287.5166,7.333106,-7.452418,-0.400518,-4.05132,99.97784,1.306154,-0.01069859
25.996,287.5999,7.322146,-7.460114,-0.4011495,-4.057976,100.017,1.314103,-0.01081645
26.00434,287.6798,7.311038,-7.468034,-0.4018002,-4.064824,99.99293,1.321925,-0.01093194
26.01267,287.7598,7.299792,-7.476343,-0.4024817,-4.071984,99.98711,1.3296,-0.01104468
26.021,287.8435,7.288451,-7.485116,-0.4031972,-4.079489,100.0198,1.337173,-0.01115496
26.02934,287.9282,7.277014,-7.493806,-0.4039054,-4.086922,100.0336,1.344615,-0.01126264
26.03766,288.009,7.26546,-7.50296,-0.404653,-4.094754,99.99852,1.351892,-0.01136708
26.046,288.0897,7.253782,-7.512207,-0.4054077,-4.10266,99.98981,1.358993,-0.01146786
26.05434,288.1716,7.242024,-7.521936,-0.4061996,-4.110942,99.9743,1.36597,-0.01156543
26.06266,288.2548,7.230148,-7.531801,-0.4070012,-4.119324,99.99413,1.3728,-0.01165956
26.071,288.3366,7.218152,-7.542261,-0.4078505,-4.128187,100.0062,1.379451,-0.01174975
26.07934,288.4182,7.20605,-7.553129,-0.4087318,-4.137375,99.98878,1.385955,-0.01183604
26.08767,288.5032,7.193865,-7.564166,-0.4096245,-4.146683,100.0022,1.392288,-0.01191816
26.096,288.5842,7.181602,-7.57575,-0.4105633,-4.156456,100.0128,1.398409,-0.01199574
26.10434,288.6682,7.169239,-7.587558,-0.4115174,-4.166389,100.0207,1.404353,-0.01206877
26.11267,288.7454,7.156792,-7.59972,-0.4125038,-4.176645,99.97275,1.410104,-0.0121371
26.121,288.8322,7.144264,-7.612272,-0.4135144,-4.18715,100.0346,1.41568,-0.0122007
26.12934,288.9152,7.131692,-7.624734,-0.4145203,-4.197609,99.98712,1.421051,-0.01225973
26.13767,288.999,7.11902,-7.637298,-0.4155338,-4.208148,100.0098,1.426263,-0.01231423
26.146,289.0778,7.106284,-7.650579,-0.416607,-4.219292,100.0028,1.431206,-0.01236357
26.15434,289.1606,7.093476,-7.664293,-0.4177115,-4.230753,100.0166,1.435939,-0.01240803
26.16266,289.2412,7.080612,-7.678228,-0.4188348,-4.242408,100.0221,1.440466,-0.01244776
26.171,289.3242,7.067669,-7.692489,-0.4199818,-4.254302,99.99054,1.444774,-0.01248259
26.17934,289.406,7.054701,-7.706572,-0.421115,-4.266059,99.98828,1.448821,-0.012512
26.18766,289.4898,7.041688,-7.72102,-0.4222754,-4.278091,99.98569,1.452684,-0.0125364
26.196,289.57,7.028605,-7.735751,-0.423461,-4.290381,100.0135,1.456331,-0.01255565
26.20434,289.6502,7.015512,-7.750481,-0.4246454,-4.302661,99.97,1.459744,-0.01256936
26.21267,289.7365,7.002363,-7.76565,-0.4258602,-4.31525,99.99651,1.462923,-0.01257771
26.221,289.814,6.98921,-7.781051,-0.4270988,-4.32808,100.0227,1.465836,-0.01258063
26.22934,289.8956,6.976018,-7.796772,-0.4283594,-4.341134,99.97661,1.468558,-0.01257803
26.23767,289.9815,6.962844,-7.811845,-0.4295658,-4.353643,100.017,1.471047,-0.01256988
26.246,290.0634,6.94965,-7.826682,-0.430756,-4.36599,99.9891,1.473319,-0.01255655
26.25434,290.1426,6.936451,-7.842187,-0.4320004,-4.378886,99.98445,1.475316,-0.01253734
26.26267,290.2244,6.923228,-7.857389,-0.4332187,-4.391518,100.0046,1.477088,-0.01251273
26.271,290.3102,6.910018,-7.872403,-0.4344189,-4.40397,99.98749,1.478657,-0.01248278
26.27934,290.3908,6.8968,-7.8873,-0.4356131,-4.416363,100.0135,1.479929,-0.01244709
26.28766,290.4728,6.883581,-7.902137,-0.4368016,-4.4287,100.0042,1.480982,-0.01240623
26.296,290.5563,6.870395,-7.916725,-0.4379688,-4.440822,99.98491,1.481814,-0.01236004
26.30434,290.6348,6.85721,-7.931192,-0.4391296,-4.45288,99.97926,1.482386,-0.01230843
26.31266,290.7202,6.844078,-7.945493,-0.440272,-4.464756,100.0297,1.482708,-0.01225092
26.321,290.8013,6.830948,-7.95978,-0.4414162,-4.476648,99.98194,1.482825,-0.01218848
26.32934,290.885,6.817836,-7.97418,-0.4425669,-4.488609,100.0184,1.482659,-0.01212046
26.33767,290.9666,6.80476,-7.98805,-0.443677,-4.50016,100.0006,1.482264,-0.01204736
26.346,291.0476,6.791718,-8.00183,-0.4447803,-4.511644,99.99874,1.481628,-0.01196852
26.35434,291.1288,6.778699,-8.015447,-0.4458697,-4.522988,100.0012,1.480822,-0.01188472
26.36267,291.2137,6.765761,-8.028691,-0.4469269,-4.534004,99.97976,1.479762,-0.0117956
26.371,291.294,6.75285,-8.041834,-0.4479793,-4.544976,100.0222,1.478457,-0.01170145
26.37934,291.3717,6.739975,-8.054956,-0.449031,-4.555941,100.002,1.476911,-0.01160225
26.38767,291.4575,6.727168,-8.067955,-0.4500671,-4.566748,99.98612,1.475153,-0.01149774
26.396,291.5386,6.714392,-8.08026,-0.4510516,-4.577034,100.0008,1.473169,-0.01138835
26.40434,291.6205,6.70171,-8.092202,-0.4520064,-4.58702,99.98736,1.470947,-0.01127393
26.41266,291.7008,6.689078,-8.10372,-0.4529284,-4.596672,99.949,1.468574,-0.01115502
26.421,291.785,6.676474,-8.114838,-0.4538156,-4.605974,100.0376,1.465962,-0.01103098
26.42934,291.8664,6.663919,-8.125894,-0.4547,-4.61525,100.0341,1.46316,-0.01090242
26.43766,291.9512,6.651447,-8.136774,-0.455568,-4.624356,100.015,1.46012,-0.010769
26.446,292.035,6.639014,-8.147195,-0.4564004,-4.633108,100.0067,1.456882,-0.01063123
26.45434,292.1179,6.626645,-8.157228,-0.4572022,-4.641548,99.97997,1.45346,-0.01048933
26.46267,292.2008,6.614328,-8.16691,-0.4579768,-4.649715,100.026,1.449867,-0.01034312
26.471,292.2828,6.60206,-8.176232,-0.4587234,-4.6576,99.97926,1.446069,-0.01019268
26.47934,292.3672,6.589888,-8.185369,-0.4594534,-4.665316,99.99426,1.4421,-0.01003849
26.48767,292.4482,6.577734,-8.194298,-0.4601694,-4.67289,100.0404,1.437927,-0.0098805
26.496,292.5309,6.565665,-8.202556,-0.4608312,-4.679916,100.0012,1.433625,-0.0097185
26.50434,292.615,6.553674,-8.210441,-0.4614624,-4.686633,99.9785,1.429084,-0.0095526
26.51267,292.6998,6.541759,-8.218292,-0.4620904,-4.69332,100.0298,1.424411,-0.0093834
26.521,292.7832,6.529894,-8.225465,-0.4626658,-4.699472,99.95148,1.4196,-0.0092116
26.52934,292.8651,6.51807,-8.232732,-0.4632494,-4.705707,99.99853,1.414643,-0.0090372
26.53766,292.9476,6.506328,-8.239718,-0.4638102,-4.711713,100.0253,1.409575,-0.0088599
26.546,293.0322,6.494642,-8.246228,-0.4643318,-4.717322,100.0147,1.404318,-0.0086795
26.55434,293.1126,6.48302,-8.252418,-0.4648314,-4.722705,100.0056,1.398971,-0.0084971
26.56266,293.1934,6.471455,-8.25777,-0.4652641,-4.72741,99.99255,1.393496,-0.0083124
26.571,293.2781,6.459986,-8.26308,-0.4656906,-4.732053,99.98836,1.387903,-0.0081251
26.57934,293.359,6.448536,-8.268434,-0.4661234,-4.736759,99.97428,1.382184,-0.0079364
26.58767,293.4398,6.437161,-8.273164,-0.466507,-4.740966,99.97892,1.376343,-0.0077461
26.596,293.5262,6.425844,-8.277368,-0.4668444,-4.744703,100.0272,1.370403,-0.0075543
26.60434,293.6111,6.41458,-8.281518,-0.4671789,-4.748412,99.99324,1.364311,-0.007361
26.61267,293.693,6.403418,-8.285144,-0.4674746,-4.751728,100.015,1.358156,-0.0071667
26.621,293.7758,6.392315,-8.288671,-0.4677616,-4.754954,99.93969,1.351952,-0.0069717
26.62934,293.8589,6.381304,-8.292066,-0.4680379,-4.758075,100.0475,1.345623,-0.0067767
26.63767,293.9402,6.370349,-8.295045,-0.4682828,-4.760874,99.98249,1.339237,-0.0065813
26.646,294.026,6.35943,-8.298534,-0.4685644,-4.764049,100.0058,1.332706,-0.0063847
26.65434,294.1091,6.348568,-8.301772,-0.4688286,-4.767047,100.0052,1.329406,-0.0062659
26.66266,294.1904,6.33778,-8.304535,-0.4690566,-4.769678,100.0027,1.322772,-0.0060688
26.671,294.2742,6.327093,-8.307338,-0.469286,-4.772324,100.0013,1.316067,-0.0058716
26.67934,294.3612,6.31648,-8.310102,-0.46951,-4.774916,99.99985,1.305977,-0.0056
26.68766,294.4448,6.305928,-8.312888,-0.4697381,-4.777549,100.0063,1.299185,-0.0054054
26.696,294.5258,6.29541,-8.315402,-0.4699469,-4.779986,100.0179,1.295646,-0.0052846
26.70434,294.6069,6.284946,-8.317305,-0.4701074,-4.781932,100.017,1.288732,-0.0050913
26.71267,294.6883,6.274534,-8.31921,-0.4702675,-4.783872,99.9815,1.281808,-0.0048993
26.721,294.7772,6.26418,-8.321219,-0.4704306,-4.785846,100.002,1.274782,-0.0047078
26.72934,294.8589,6.253889,-8.322894,-0.4705727,-4.787606,99.9785,1.267758,-0.0045187
26.73767,294.9394,6.243632,-8.3245,-0.4707103,-4.78932,100.0564,1.260748,-0.0043325
26.746,295.022,6.233487,-8.326062,-0.4708424,-4.790978,99.97258,1.253695,-0.004148
26.75434,295.107,6.22337,-8.327469,-0.4709609,-4.792496,99.99535,1.246587,-0.003965
26.76267,295.1888,6.213279,-8.329061,-0.471096,-4.794186,99.97576,1.239494,-0.0037844
26.771,295.2709,6.203244,-8.330139,-0.4711906,-4.79546,100.0056,1.23241,-0.0036065
26.77934,295.3569,6.19328,-8.331161,-0.4712776,-4.79666,100.0128,1.225249,-0.0034301
26.78766,295.4406,6.183342,-8.33255,-0.4713956,-4.798172,100.0093,1.218093,-0.003256
26.796,295.5226,6.173478,-8.333828,-0.4715063,-4.799616,100.0194,1.210953,-0.0030849
26.80434,295.6068,6.163666,-8.334894,-0.4715984,-4.800867,99.99044,1.203763,-0.0029155
26.81266,295.6909,6.153907,-8.33591,-0.4716866,-4.80208,99.99589,1.196595,-0.0027489
26.821,295.7709,6.14422,-8.336749,-0.4717641,-4.803183,99.99482,1.189411,-0.002585
26.82934,295.8569,6.13454,-8.33779,-0.4718531,-4.804404,100.0049,1.182195,-0.0024227
26.83767,295.9409,6.124939,-8.338964,-0.471954,-4.805746,99.96466,1.174973,-0.0022634
26.846,296.0264,6.115365,-8.339621,-0.4720134,-4.806668,99.97989,1.167741,-0.0021063
26.85434,296.106,6.105863,-8.340305,-0.4720796,-4.807658,100.0184,1.160567,-0.0019525
26.86267,296.1894,6.096404,-8.341222,-0.4721608,-4.8088,99.99043,1.153403,-0.001801
26.871,296.2717,6.086994,-8.341816,-0.4722176,-4.809692,99.98957,1.146202,-0.0016519
26.87934,296.3564,6.077634,-8.3425,-0.4722794,-4.810635,100.0047,1.138976,-0.0015045
26.88767,296.4389,6.068344,-8.343344,-0.4723554,-4.811726,99.95965,1.131828,-0.0013604
26.896,296.523,6.05911,-8.343994,-0.472415,-4.812649,100.0341,1.124641,-0.0012184
26.90434,296.6087,6.049903,-8.344868,-0.4724911,-4.81374,100.0416,1.117466,-0.0010785
26.91266,296.6881,6.040779,-8.345444,-0.4725485,-4.81464,99.98608,1.110333,-0.00094175
